trial_id	dedup_status	dedup_complete	dedup_decoded	dedup_ties	dedup_score	dedup_bound	dedup_stop_shell	dedup_generated_attempts	dedup_q_disc	dedup_q_membership	dedup_q_score	dedup_global_duplicates	dedup_total_ns	dedup_ml_error	history_status	history_complete	history_decoded	history_ties	history_score	history_bound	history_stop_shell	history_generated_attempts	history_q_disc	history_q_membership	history_q_score	history_global_duplicates	history_total_ns	history_ml_error	bestpath_shell	bestpath_decoded	bestpath_ties	bestpath_selected_disagreement	bestpath_strict_disjoint	exhaustive_status	exhaustive_complete	exhaustive_decoded	exhaustive_ties	exhaustive_score	exhaustive_evaluated	exhaustive_nodes	exhaustive_total_ns	exhaustive_ml_error	branch_status	branch_complete	branch_decoded	branch_ties	branch_score	branch_evaluated	branch_nodes	branch_total_ns	branch_ml_error
481	CERTIFIED	1	0xc9dc58	0xc9dc58	315724440512533923010007265840	17141027896640956936170154056	1	600	534	534	3	66	703436	0	CERTIFIED	1	0xc9dc58	0xc9dc58	315724440512533923010007265840	17141027896640956936170154056	1	1152	534	534	3	618	767604	0	0	0xc9dc58	0xc9dc58	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
482	CERTIFIED	1	0xe725da	0xe725da	84318377794471824443862870804	17141027896640956936170154056	1	600	543	543	4	57	694016	0	CERTIFIED	1	0xe725da	0xe725da	84318377794471824443862870804	17141027896640956936170154056	1	1152	543	543	4	609	782951	0	1	0xc44bda	0xc44bda,0xc74bb6,0xce4bb5,0xe725da	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
483	CERTIFIED	1	0xf90eba	0xf90eba	69324142918816887035395566444	17141027896640956936170154056	1	600	528	528	4	72	1279605	0	CERTIFIED	1	0xf90eba	0xf90eba	69324142918816887035395566444	17141027896640956936170154056	1	1152	528	528	4	624	748503	0	1	0xb21ebe	0xb21ebe,0xe50ebe,0xf21d75,0xf90eba	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
484	CERTIFIED	1	0x5dd633	0x5dd633	28649709074772831218466519204	17141027896640956936170154056	1	600	545	545	2	55	1010125	1	CERTIFIED	1	0x5dd633	0x5dd633	28649709074772831218466519204	17141027896640956936170154056	1	1152	545	545	2	607	905180	1	1	0x55c699	0x55c699,0x5dd633	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
485	CERTIFIED	1	0x8b197a	0x8b197a	55789681158817685192802562440	17141027896640956936170154056	1	600	545	545	2	55	928473	1	CERTIFIED	1	0x8b197a	0x8b197a	55789681158817685192802562440	17141027896640956936170154056	1	1152	545	545	2	607	1672814	1	1	0x8b197a	0x8b197a,0xaf1976	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
486	CERTIFIED	1	0x1e6096	0x1e6096,0x5e6054	18688798753016540769523046436	17141027896640956936170154056	1	600	521	521	2	79	712795	1	CERTIFIED	1	0x1e6096	0x1e6096,0x5e6054	18688798753016540769523046436	17141027896640956936170154056	1	1152	521	521	2	631	711417	1	1	0x1e6096	0x1e6096,0x5e6054	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
487	CERTIFIED	1	0x508ed2	0x508ed2	55866833757275066789213414004	17141027896640956936170154056	1	600	546	546	3	54	709474	1	CERTIFIED	1	0x508ed2	0x508ed2	55866833757275066789213414004	17141027896640956936170154056	1	1152	546	546	3	606	685327	1	1	0x508ed2	0x508ed2,0x5112d6,0x7115a2	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
488	CERTIFIED	1	0xf0486c	0xf0486c	72364771410094130765476019964	17141027896640956936170154056	1	600	518	518	4	82	767826	1	CERTIFIED	1	0xf0486c	0xf0486c	72364771410094130765476019964	17141027896640956936170154056	1	1152	518	518	4	634	718729	1	1	0x58406c	0x58406c,0xb080d8,0xb8404c,0xf0486c	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
489	CERTIFIED	1	0xb4f5c	0xb4f5c	585054753124278952302344068920	325679530036178181787232927064	0	25	25	25	1	0	653230	1	CERTIFIED	1	0xb4f5c	0xb4f5c	585054753124278952302344068920	325679530036178181787232927064	0	48	25	25	1	23	685607	1	0	0xb4f5c	0xb4f5c	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
490	CERTIFIED	1	0xc5817b	0xc5817b	1060830708288139457260523482200	325679530036178181787232927064	0	25	25	25	2	0	679804	1	CERTIFIED	1	0xc5817b	0xc5817b	1060830708288139457260523482200	325679530036178181787232927064	0	48	25	25	2	23	762932	1	0	0xc5817b	0xc5817b,0xc5c0bb	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
491	CERTIFIED	1	0xb5fe11	0xb5fe11	112216379378454178420078220244	17141027896640956936170154056	1	600	518	518	1	82	729443	0	CERTIFIED	1	0xb5fe11	0xb5fe11	112216379378454178420078220244	17141027896640956936170154056	1	1152	518	518	1	634	745940	0	1	0xb5fe11	0xb5fe11	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
492	CERTIFIED	1	0xb200e4	0xb200e4	152995258419260526170179262808	17141027896640956936170154056	1	600	517	517	2	83	732488	1	CERTIFIED	1	0xb200e4	0xb200e4	152995258419260526170179262808	17141027896640956936170154056	1	1152	517	517	2	635	686742	1	1	0x9940f4	0x9940f4,0xb200e4	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
493	CERTIFIED	1	0x99d516	0x99d516	3763064098867138207367522640	902159362981102996640534424	2	6925	5654	5654	25	1271	952094	1	CERTIFIED	1	0x99d516	0x99d516	3763064098867138207367522640	902159362981102996640534424	2	13296	5654	5654	25	7642	1005245	1	2	0x50aa2e	0x50aa2e,0x59aa2d,0x71aa96,0x918a56,0x91aab6,0x93ad16,0x99d516,0xc29516,0xd0aaad,0xd18a94,0xd1aa74,0xd1bc16,0xd1d112,0xd1d50e,0xd1dd36,0xd2c512,0xd5ab1e,0xd8d016,0xd9a296,0xd9aaae,0xe85556,0xe89716,0xe9d506,0xf1a22d,0xf1ab12	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
494	CERTIFIED	1	0x9eb813	0x9eb813	1073501028111298181473859940240	325679530036178181787232927064	0	25	25	25	1	0	695593	0	CERTIFIED	1	0x9eb813	0x9eb813	1073501028111298181473859940240	325679530036178181787232927064	0	48	25	25	1	23	653691	0	0	0x9eb813	0x9eb813	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
495	CERTIFIED	1	0xa71ba2	0xa71ba2	42263433939198931173517978680	17141027896640956936170154056	1	600	542	542	5	58	722900	1	CERTIFIED	1	0xa71ba2	0xa71ba2	42263433939198931173517978680	17141027896640956936170154056	1	1152	542	542	5	610	1851837	1	1	0xa71ba2	0xa71ba2,0xa72d20,0xa73a45,0xa75a62,0xb18d22	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
496	CERTIFIED	1	0xef7894	0xef7894	789961524344298144670451642556	325679530036178181787232927064	0	25	25	25	2	0	723989	0	CERTIFIED	1	0xef7894	0xef7894	789961524344298144670451642556	325679530036178181787232927064	0	48	25	25	2	23	687291	0	0	0xdef129	0xdef129,0xef7894	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
497	CERTIFIED	1	0x609862	0x609862	32268342446257466157138881952	17141027896640956936170154056	1	600	535	535	1	65	695555	1	CERTIFIED	1	0x609862	0x609862	32268342446257466157138881952	17141027896640956936170154056	1	1152	535	535	1	617	728593	1	1	0x609862	0x609862	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
498	CERTIFIED	1	0xb3a54f	0xb3a54f	300082851923835129138435792444	17141027896640956936170154056	1	600	539	539	3	61	733233	0	CERTIFIED	1	0xb3a54f	0xb3a54f	300082851923835129138435792444	17141027896640956936170154056	1	1152	539	539	3	613	859700	0	0	0xb3a54f	0xb3a54f	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
499	CERTIFIED	1	0x64ff3d	0x64ff3d	36618673533967042132337260152	17141027896640956936170154056	1	600	509	509	1	91	687176	1	CERTIFIED	1	0x64ff3d	0x64ff3d	36618673533967042132337260152	17141027896640956936170154056	1	1152	509	509	1	643	688192	1	1	0x64ff3d	0x64ff3d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
500	CERTIFIED	1	0x326b71	0x326b71	828560283586753679965632258960	325679530036178181787232927064	0	25	25	25	1	0	955204	1	CERTIFIED	1	0x326b71	0x326b71	828560283586753679965632258960	325679530036178181787232927064	0	48	25	25	1	23	672783	1	0	0x326b71	0x326b71	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
501	CERTIFIED	1	0x76d6e4	0x76d6e4	300122946448424279292155885484	17141027896640956936170154056	1	600	541	541	3	59	710952	1	CERTIFIED	1	0x76d6e4	0x76d6e4	300122946448424279292155885484	17141027896640956936170154056	1	1152	541	541	3	611	696573	1	0	0x76d6e4	0x76d6e4	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
502	CERTIFIED	1	0x78d5ef	0x78d5ef	30188816305600688795977519848	17141027896640956936170154056	1	600	535	535	4	65	681400	1	CERTIFIED	1	0x78d5ef	0x78d5ef	30188816305600688795977519848	17141027896640956936170154056	1	1152	535	535	4	617	739723	1	1	0x78b4cf	0x78b4cf,0x78d5ef,0x7945cf,0x7a51cf	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
503	CERTIFIED	1	0x3765ef	0x3765ef	558065338514914119002789069328	325679530036178181787232927064	0	25	25	25	1	0	663617	0	CERTIFIED	1	0x3765ef	0x3765ef	558065338514914119002789069328	325679530036178181787232927064	0	48	25	25	1	23	683678	0	0	0x3765ef	0x3765ef	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
504	CERTIFIED	1	0xdd8607	0xdd8607	1090825626438882416949058375080	325679530036178181787232927064	0	25	25	25	1	0	711630	0	CERTIFIED	1	0xdd8607	0xdd8607	1090825626438882416949058375080	325679530036178181787232927064	0	48	25	25	1	23	713337	0	0	0xdd8607	0xdd8607	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
505	CERTIFIED	1	0x34c3f8	0x34c3f8	6768289307020773404481372240	902159362981102996640534424	2	6925	5249	5249	16	1676	942236	1	CERTIFIED	1	0x34c3f8	0x34c3f8	6768289307020773404481372240	902159362981102996640534424	2	13296	5249	5249	16	8047	1432264	1	2	0x1591f9	0x1591f9,0x1685f9,0x264179,0x349979,0x34a1d1,0x34a9e9,0x34c0f1,0x34c3f8,0x3a417d,0x3c83e5,0x3c87f9,0x5a21f9,0x5a40d9,0x7481f3,0x7483fd,0xba40f9	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
506	CERTIFIED	1	0x7fac86	0x7fac86	2090532955627286608215759045036	325679530036178181787232927064	0	25	25	25	1	0	821568	0	CERTIFIED	1	0x7fac86	0x7fac86	2090532955627286608215759045036	325679530036178181787232927064	0	48	25	25	1	23	692662	0	0	0x7fac86	0x7fac86	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
507	CERTIFIED	1	0x1d262f	0x1d262f	16547941584657139914092506200	902159362981102996640534424	2	6925	5341	5341	18	1584	952982	1	CERTIFIED	1	0x1d262f	0x1d262f	16547941584657139914092506200	902159362981102996640534424	2	13296	5341	5341	18	7955	980879	1	1	0x1d262f	0x1d262f,0x2f842f	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
508	CERTIFIED	1	0x541b5d	0x541b5d	273581920654642247841340017720	17141027896640956936170154056	1	600	539	539	5	61	707098	1	CERTIFIED	1	0x541b5d	0x541b5d	273581920654642247841340017720	17141027896640956936170154056	1	1152	539	539	5	613	735511	1	0	0x541b5d	0x541b5d,0xaa0dae	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
509	CERTIFIED	1	0x12a261	0x12a261	286590447246113692319492855088	17141027896640956936170154056	1	600	538	538	2	62	1490544	0	CERTIFIED	1	0x12a261	0x12a261	286590447246113692319492855088	17141027896640956936170154056	1	1152	538	538	2	614	683296	0	0	0x12a261	0x12a261	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
510	CERTIFIED	1	0xad5235	0xad5235	28724894819276002091868324480	17141027896640956936170154056	1	600	552	552	2	48	749720	1	CERTIFIED	1	0xad5235	0xad5235	28724894819276002091868324480	17141027896640956936170154056	1	1152	552	552	2	600	719221	1	1	0x96aab7	0x96aab7,0xad5235	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
511	CERTIFIED	1	0x35a61d	0x35a61d	31579852711392336964109985600	17141027896640956936170154056	1	600	542	542	1	58	709754	1	CERTIFIED	1	0x35a61d	0x35a61d	31579852711392336964109985600	17141027896640956936170154056	1	1152	542	542	1	610	690460	1	1	0x35a61d	0x35a61d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
512	CERTIFIED	1	0x9581e	0x9581e	614297539551724816987176277866	325679530036178181787232927064	0	25	25	25	3	0	1074913	1	CERTIFIED	1	0x9581e	0x9581e	614297539551724816987176277866	325679530036178181787232927064	0	48	25	25	3	23	673908	1	0	0x9503d	0x9503d,0x9581e,0x84a81e	1	0	COMPLETE	1	0x9581e	0x9581e	614297539551724816987176277866	262144	0	61723705	1	COMPLETE	1	0x9581e	0x9581e	614297539551724816987176277866	0	95	78431	1
513	CERTIFIED	1	0xd4234e	0xd4234e	97926177768645137946226284462	17141027896640956936170154056	1	600	543	543	8	57	721980	1	CERTIFIED	1	0xd4234e	0xd4234e	97926177768645137946226284462	17141027896640956936170154056	1	1152	543	543	8	609	1342245	1	1	0xc4669e	0xc4669e,0xd0669d,0xd4234e,0xd4e64e,0xd63b4e,0xdc669c,0xe8334e,0xf4669a	1	0	COMPLETE	1	0xd4234e	0xd4234e	97926177768645137946226284462	262144	0	61430284	1	COMPLETE	1	0xd4234e	0xd4234e	97926177768645137946226284462	0	509	296409	1
514	CERTIFIED	1	0xdedfe	0xdedfe	1059325236484558197338672707128	325679530036178181787232927064	0	25	25	25	2	0	1603816	1	CERTIFIED	1	0xdedfe	0xdedfe	1059325236484558197338672707128	325679530036178181787232927064	0	48	25	25	2	23	738205	1	0	0xdedfe	0xdedfe,0x1bdbfc	0	0	COMPLETE	1	0xdedfe	0xdedfe	1059325236484558197338672707128	262144	0	59440929	1	COMPLETE	1	0xdedfe	0xdedfe	1059325236484558197338672707128	0	49	43402	1
515	CERTIFIED	1	0x15a17d	0x15a17d	55797589070081696200995635640	17141027896640956936170154056	1	600	544	544	9	56	750016	1	CERTIFIED	1	0x15a17d	0x15a17d	55797589070081696200995635640	17141027896640956936170154056	1	1152	544	544	9	608	1514278	1	1	0x12d55d	0x12d55d,0x14515d,0x15a17d,0x15a2ac,0x15a54d,0x15a91d,0x4ad11d,0x55a29d,0x8bd15d	1	0	COMPLETE	1	0x15a17d	0x15a17d	55797589070081696200995635640	262144	0	75735656	1	COMPLETE	1	0x15a17d	0x15a17d	55797589070081696200995635640	0	847	648736	1
516	CERTIFIED	1	0x4a359d	0x4a359d	314369124703509748284410448120	17141027896640956936170154056	1	600	541	541	6	59	1746041	0	CERTIFIED	1	0x4a359d	0x4a359d	314369124703509748284410448120	17141027896640956936170154056	1	1152	541	541	6	611	759585	0	0	0x4a359d	0x4a359d	0	0	COMPLETE	1	0x4a359d	0x4a359d	314369124703509748284410448120	262144	0	67245457	0	COMPLETE	1	0x4a359d	0x4a359d	314369124703509748284410448120	0	195	133928	0
517	CERTIFIED	1	0x8795bd	0x8795bd	58642447216468757997897573684	17141027896640956936170154056	1	600	537	537	12	63	753529	1	CERTIFIED	1	0x8795bd	0x8795bd	58642447216468757997897573684	17141027896640956936170154056	1	1152	537	537	12	615	1720784	1	1	0x7253d	0x7253d,0x72a79,0x43153d,0x852a3d,0x85951d,0x87227b,0x872a9d,0x872d3f,0x873a5d,0x8795bd,0x93853d,0xa3953c	1	0	COMPLETE	1	0x8795bd	0x8795bd	58642447216468757997897573684	262144	0	60844495	1	COMPLETE	1	0x8795bd	0x8795bd	58642447216468757997897573684	0	821	448795	1
518	CERTIFIED	1	0x833240	0x833240	1331365752226326257147162786370	325679530036178181787232927064	0	25	25	25	1	0	1524402	0	CERTIFIED	1	0x833240	0x833240	1331365752226326257147162786370	325679530036178181787232927064	0	48	25	25	1	23	749540	0	0	0x833240	0x833240	0	0	COMPLETE	1	0x833240	0x833240	1331365752226326257147162786370	262144	0	70480438	0	COMPLETE	1	0x833240	0x833240	1331365752226326257147162786370	0	55	184587	0
519	CERTIFIED	1	0xce633d	0xce633d	1074288033585623510206969524396	325679530036178181787232927064	0	25	25	25	1	0	865681	1	CERTIFIED	1	0xce633d	0xce633d	1074288033585623510206969524396	325679530036178181787232927064	0	48	25	25	1	23	2086097	1	0	0xce633d	0xce633d	0	0	COMPLETE	1	0xce633d	0xce633d	1074288033585623510206969524396	262144	0	90223800	1	COMPLETE	1	0xce633d	0xce633d	1074288033585623510206969524396	0	337	321700	1
520	CERTIFIED	1	0x80e770	0x80e770	56466302122333201327300080204	17141027896640956936170154056	1	600	535	535	9	65	2004428	1	CERTIFIED	1	0x80e770	0x80e770	56466302122333201327300080204	17141027896640956936170154056	1	1152	535	535	9	617	1031517	1	1	0x8ebb8	0x8ebb8,0x4073b8,0x80e770,0x88e3ba,0x89b3b8,0x8ce6b8,0x8ce771,0x9573b8,0x98e772	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
521	CERTIFIED	1	0x787735	0x787735	57966041426923364300353772124	17141027896640956936170154056	1	600	538	538	7	62	1261224	1	CERTIFIED	1	0x787735	0x787735	57966041426923364300353772124	17141027896640956936170154056	1	1152	538	538	7	614	1197182	1	1	0x30ceb5	0x30ceb5,0x704e69,0x708e55,0x70a7b5,0x70c535,0x746731,0x787735	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
522	CERTIFIED	1	0xca438f	0xca438f	28764796892717935537294310520	17141027896640956936170154056	1	600	532	532	6	68	1048542	1	CERTIFIED	1	0xca438f	0xca438f	28764796892717935537294310520	17141027896640956936170154056	1	1152	532	532	6	620	966007	1	1	0xc8a39f	0xc8a39f,0xca438f,0xca859b,0xca868f,0xcb43df,0xce873b	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
523	CERTIFIED	1	0x939b70	0x939b70	560061558467088517629412978200	325679530036178181787232927064	0	25	25	25	1	0	1220286	1	CERTIFIED	1	0x939b70	0x939b70	560061558467088517629412978200	325679530036178181787232927064	0	48	25	25	1	23	947027	1	0	0x939b70	0x939b70	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
524	CERTIFIED	1	0x3f0792	0x3f0792	75933828931248793775408970840	17141027896640956936170154056	1	600	516	516	11	84	938402	1	CERTIFIED	1	0x3f0792	0x3f0792	75933828931248793775408970840	17141027896640956936170154056	1	1152	516	516	11	636	920967	1	1	0x1f8783	0x1f8783,0x2f0f0a,0x2f9782,0x370e82,0x3b8702,0x3f0792,0x3f0bc2,0x3f4786,0x5f8382,0x7f0f06,0x9f87a2	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
525	CERTIFIED	1	0x5b4c87	0x5b4c87	828562365845315900948730041520	325679530036178181787232927064	0	25	25	25	2	0	1308993	0	CERTIFIED	1	0x5b4c87	0x5b4c87	828562365845315900948730041520	325679530036178181787232927064	0	48	25	25	2	23	927673	0	0	0x5b4c87	0x5b4c87,0xada643	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
526	CERTIFIED	1	0x344b19	0x344b19	45118074589665986202249524676	17141027896640956936170154056	1	600	538	538	10	62	959889	1	CERTIFIED	1	0x344b19	0x344b19	45118074589665986202249524676	17141027896640956936170154056	1	1152	538	538	10	614	964482	1	1	0x222119	0x222119,0x305119,0x344236,0x344275,0x344b19,0x345233,0x362159,0x3a211b,0x5a0119,0x746119	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
527	CERTIFIED	1	0xf9c92b	0xf9c92b	69395163249716656664590594284	17141027896640956936170154056	1	600	540	540	12	60	915458	1	CERTIFIED	1	0xf9c92b	0xf9c92b	69395163249716656664590594284	17141027896640956936170154056	1	1152	540	540	12	612	927744	1	1	0x79c129	0x79c129,0xb39329,0xe1c929,0xe39229,0xf2c921,0xf38252,0xf39257,0xf392d1,0xf3b929,0xf5c969,0xf79269,0xf9c92b	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
528	CERTIFIED	1	0xe75754	0xe75754	286554412839687282511287168084	17141027896640956936170154056	1	600	542	542	12	58	1020486	0	CERTIFIED	1	0xe75754	0xe75754	286554412839687282511287168084	17141027896640956936170154056	1	1152	542	542	12	610	943112	0	0	0xe75754	0xe75754	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
529	CERTIFIED	1	0xf87ca5	0xf87ca5	1374893061641566621398544803756	325679530036178181787232927064	0	25	25	25	1	0	950497	0	CERTIFIED	1	0xf87ca5	0xf87ca5	1374893061641566621398544803756	325679530036178181787232927064	0	48	25	25	1	23	927498	0	0	0xf87ca5	0xf87ca5	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
530	CERTIFIED	1	0xfea735	0xfea735	96497742640563631762132387128	17141027896640956936170154056	1	600	530	530	7	70	1035187	1	CERTIFIED	1	0xfea735	0xfea735	96497742640563631762132387128	17141027896640956936170154056	1	1152	530	530	7	622	923196	1	1	0x7de735	0x7de735,0xfdcc6a,0xfdcd25,0xfdce31,0xfdceb7,0xfdcf3d,0xfea735	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
531	CERTIFIED	1	0x8865f9	0x8865f9	1589195687574275212330179610080	325679530036178181787232927064	0	25	25	25	1	0	861160	1	CERTIFIED	1	0x8865f9	0x8865f9	1589195687574275212330179610080	325679530036178181787232927064	0	48	25	25	1	23	989851	1	0	0x8865f9	0x8865f9	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
532	CERTIFIED	1	0x90576a	0x90576a	69395283803041857780266856102	17141027896640956936170154056	1	600	532	532	10	68	964956	0	CERTIFIED	1	0x90576a	0x90576a	69395283803041857780266856102	17141027896640956936170154056	1	1152	532	532	10	620	908108	0	1	0x4817ea	0x4817ea,0x8857ee,0x902fd4,0x90576a,0x90af7a,0x90b3ea,0x9257ca,0x92abea,0x92afda,0xb857ea	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
533	CERTIFIED	1	0x1e4b7a	0x1e4b7a	545175721026822262959857060502	325679530036178181787232927064	0	25	25	25	1	0	861439	1	CERTIFIED	1	0x1e4b7a	0x1e4b7a	545175721026822262959857060502	325679530036178181787232927064	0	48	25	25	1	23	854487	1	0	0x1e4b7a	0x1e4b7a	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
534	CERTIFIED	1	0x784675	0x784675	314371010502268339662610008720	17141027896640956936170154056	1	600	531	531	9	69	1280894	1	CERTIFIED	1	0x784675	0x784675	314371010502268339662610008720	17141027896640956936170154056	1	1152	531	531	9	621	1170240	1	0	0x784675	0x784675	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
535	CERTIFIED	1	0x1d3a9d	0x1d3a9d	828564240123281189859381717738	325679530036178181787232927064	0	25	25	25	1	0	1110783	1	CERTIFIED	1	0x1d3a9d	0x1d3a9d	828564240123281189859381717738	325679530036178181787232927064	0	48	25	25	1	23	1183923	1	0	0x1d3a9d	0x1d3a9d	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
536	CERTIFIED	1	0x358822	0x358822	43084577015722681291407262128	17141027896640956936170154056	1	600	530	530	10	70	975865	0	CERTIFIED	1	0x358822	0x358822	43084577015722681291407262128	17141027896640956936170154056	1	1152	530	530	10	622	897839	0	1	0x314820	0x314820,0x34d820,0x351120,0x358042,0x358822,0x359004,0x3590c1,0x35a828,0x35d420,0x36c020	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
537	CERTIFIED	1	0x320e29	0x320e29	883596273341830323663552446346	325679530036178181787232927064	0	25	25	25	1	0	1511245	1	CERTIFIED	1	0x320e29	0x320e29	883596273341830323663552446346	325679530036178181787232927064	0	48	25	25	1	23	906316	1	0	0x320e29	0x320e29	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
538	CERTIFIED	1	0xd6eecd	0xd6eecd	529985113520635229835009802272	325679530036178181787232927064	0	25	25	25	2	0	1130114	1	CERTIFIED	1	0xd6eecd	0xd6eecd	529985113520635229835009802272	325679530036178181787232927064	0	48	25	25	2	23	1171303	1	0	0xaddacd	0xaddacd,0xd6eecd	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
539	CERTIFIED	1	0xca868f	0xca868f	842136198960271978236187240440	325679530036178181787232927064	0	25	25	25	1	0	1029617	0	CERTIFIED	1	0xca868f	0xca868f	842136198960271978236187240440	325679530036178181787232927064	0	48	25	25	1	23	1170336	0	0	0xca868f	0xca868f	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
540	CERTIFIED	1	0x148640	0x148640	367970442636680059330476972132	325679530036178181787232927064	0	25	25	25	1	0	896431	0	CERTIFIED	1	0x148640	0x148640	367970442636680059330476972132	325679530036178181787232927064	0	48	25	25	1	23	852860	0	0	0x148640	0x148640	0	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
541	CERTIFIED	1	0xd48260	0xd48260	32187024787262342947023335712	17141027896640956936170154056	1	600	526	526	8	74	1307376	1	CERTIFIED	1	0xd48260	0xd48260	32187024787262342947023335712	17141027896640956936170154056	1	1152	526	526	8	626	1735012	1	1	0x7a0120	0x7a0120,0xba4124,0xd48260,0xda4020,0xea4128,0xf26120,0xf48041,0xf54121	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
542	CERTIFIED	1	0xc93ebe	0xc93ebe	70263689735782877733826354266	17141027896640956936170154056	1	600	537	537	10	63	1145264	1	CERTIFIED	1	0xc93ebe	0xc93ebe	70263689735782877733826354266	17141027896640956936170154056	1	1152	537	537	10	615	1050246	1	1	0x649e96	0x649e96,0x893d5e,0xa49c9e,0xc49e8e,0xc936de,0xc93a8e,0xc93d2c,0xc93ebe,0xc99e9c,0xcd5e9e	1	0	NOT_RUN	0			0	0	0	0	0	NOT_RUN	0			0	0	0	0	0
