id	ind	cr	ac	ind_ns	cr_ns	ac_ns
1801	6187911070687385453957425614216	6187911070687385453957425614216	1835633273417391135170613613632	139	13026	154110
1802	4722353185524583635914877442428	4722353185524583635914877442428	1835633273417391135170613613632	132	12787	157460
1803	4722353185524583635914877442428	3745314595416049090553178661236	1835633273417391135170613613632	154	12955	152320
1804	3256795300361781817872329270640	3256795300361781817872329270640	1835633273417391135170613613632	145	12708	154598
1805	3256795300361781817872329270640	1791237415198979999829781098852	340871925075417380296772780226	137	12883	154883
1806	1791237415198979999829781098852	1791237415198979999829781098852	1307043263710006732202094841632	162	13402	153020
1807	1791237415198979999829781098852	1546977767671846363489356403554	340871925075417380296772780226	140	15101	148789
1808	325679530036178181787232927064	325679530036178181787232927064	163597610249630641456907765910	139	12387	160434
1809	325679530036178181787232927064	325679530036178181787232927064	163597610249630641456907765910	149	13148	151780
1810	325679530036178181787232927064	325679530036178181787232927064	163597610249630641456907765910	150	12251	157720
1811	325679530036178181787232927064	325679530036178181787232927064	163597610249630641456907765910	154	12328	147841
1812	248544904501293875574467233812	248544904501293875574467233812	163597610249630641456907765910	141	12348	148136
1813	248544904501293875574467233812	197121820811371004765956771644	163597610249630641456907765910	134	12260	147697
1814	171410278966409569361701540560	171410278966409569361701540560	163597610249630641456907765910	151	12128	148809
1815	171410278966409569361701540560	94275653431525263148935847308	30796398558029000875641972396	137	12274	147578
1816	94275653431525263148935847308	94275653431525263148935847308	70224116181086481304612453026	140	12104	149990
1817	94275653431525263148935847308	81419882509044545446808231766	30796398558029000875641972396	138	12005	146482
1818	17141027896640956936170154056	17141027896640956936170154056	10113802425129221468492206668	136	11937	145913
1819	17141027896640956936170154056	17141027896640956936170154056	10113802425129221468492206668	137	11866	147381
1820	17141027896640956936170154056	17141027896640956936170154056	10113802425129221468492206668	151	11899	145731
1821	17141027896640956936170154056	17141027896640956936170154056	10113802425129221468492206668	139	12087	145919
1822	13081310763225993451287749148	13081310763225993451287749148	10113802425129221468492206668	139	11928	157889
1823	13081310763225993451287749148	10374832674282684461366145876	8760563380657566973531405032	152	11884	146938
1824	9021593629811029966405344240	9021593629811029966405344240	8760563380657566973531405032	140	11636	145999
1825	9021593629811029966405344240	4961876496396066481522939332	2297482604237353609356294102	136	11813	145049
1826	4961876496396066481522939332	4961876496396066481522939332	3846168955997348018147441196	140	11675	144808
1827	4961876496396066481522939332	4285256974160239234042538514	2297482604237353609356294102	136	11447	150098
1828	902159362981102996640534424	902159362981102996640534424	607698177112325575190031954	154	11457	148472
1829	902159362981102996640534424	902159362981102996640534424	607698177112325575190031954	158	11543	144677
1830	902159362981102996640534424	902159362981102996640534424	607698177112325575190031954	152	11482	144010
1831	902159362981102996640534424	902159362981102996640534424	607698177112325575190031954	140	11525	145874
1832	688490040169789129015144692	688490040169789129015144692	607698177112325575190031954	136	11423	146625
1833	688490040169789129015144692	546043824962246550598218204	496693836994389169526937150	140	24455	153571
1834	474820717358475261389754960	474820717358475261389754960	465251961904782996773105466	152	11175	149204
1835	474820717358475261389754960	261151394547161393764365228	130686186445696391671990356	151	11382	144120
1836	261151394547161393764365228	261151394547161393764365228	206599623764771472805528422	141	11143	143112
1837	261151394547161393764365228	225539840745275749160133606	130686186445696391671990356	151	11045	142531
1838	47482071735847526138975496	47482071735847526138975496	39984902514397916748610944	133	10879	141847
1839	47482071735847526138975496	47482071735847526138975496	39984902514397916748610944	138	10925	142230
1840	6187911070687385453957425614216	6187911070687385453957425614216	1073615359639900760791132801920	151	12976	155576
1841	6187911070687385453957425614216	6187911070687385453957425614216	1073615359639900760791132801920	135	14707	152257
1842	4722353185524583635914877442428	4722353185524583635914877442428	1073615359639900760791132801920	134	12708	173634
1843	4722353185524583635914877442428	3745314595416049090553178661236	1061469852894679497970906835538	159	12874	152600
1844	3256795300361781817872329270640	3256795300361781817872329270640	1061469852894679497970906835538	149	12855	157672
1845	3256795300361781817872329270640	1058458472617579090808507012958	300765719087128413224168526978	152	12725	149405
1846	1791237415198979999829781098852	1791237415198979999829781098852	787814741452315472575731435858	141	12551	153340
1847	1791237415198979999829781098852	1058458472617579090808507012958	300126481890011504654682949800	140	12669	147589
1848	325679530036178181787232927064	325679530036178181787232927064	97963658422806941775997088964	140	12444	146523
1849	325679530036178181787232927064	325679530036178181787232927064	97963658422806941775997088964	132	12188	146719
1850	325679530036178181787232927064	325679530036178181787232927064	97963658422806941775997088964	139	12214	146649
1851	325679530036178181787232927064	325679530036178181787232927064	97963658422806941775997088964	139	12264	146489
1852	248544904501293875574467233812	248544904501293875574467233812	97963658422806941775997088964	132	12289	156367
1853	248544904501293875574467233812	197121820811371004765956771644	96539283714023208070666026324	153	12252	147084
1854	171410278966409569361701540560	171410278966409569361701540560	96539283714023208070666026324	170	12207	146417
1855	171410278966409569361701540560	55708340664083110042553000682	18011752944733714637706409698	145	12232	148449
1856	94275653431525263148935847308	94275653431525263148935847308	68641588438842162172990868124	139	12086	153228
1857	94275653431525263148935847308	55708340664083110042553000682	18011752944733714637706409698	153	16153	145269
1858	17141027896640956936170154056	17141027896640956936170154056	7296637251260646396442361094	137	11987	149758
1859	17141027896640956936170154056	17141027896640956936170154056	7296637251260646396442361094	132	11855	145427
1860	17141027896640956936170154056	17141027896640956936170154056	7296637251260646396442361094	144	11800	145734
1861	17141027896640956936170154056	17141027896640956936170154056	7296637251260646396442361094	134	11818	144698
1862	13081310763225993451287749148	13081310763225993451287749148	7296637251260646396442361094	137	11817	145558
1863	13081310763225993451287749148	10374832674282684461366145876	6511297255235404195178417694	152	11799	145279
1864	9021593629811029966405344240	9021593629811029966405344240	6511297255235404195178417694	133	11629	144951
1865	9021593629811029966405344240	2932017929688584739081736878	1620660883014655071333837720	152	12731	144468
1866	4961876496396066481522939332	4961876496396066481522939332	3691847046939225984891890538	133	11572	151197
1867	4961876496396066481522939332	2932017929688584739081736878	1620660883014655071333837720	154	11492	143125
1868	902159362981102996640534424	902159362981102996640534424	459311556535738928449110168	138	11519	143624
1869	902159362981102996640534424	902159362981102996640534424	459311556535738928449110168	139	11522	143394
1870	902159362981102996640534424	902159362981102996640534424	459311556535738928449110168	151	11306	142994
1871	902159362981102996640534424	902159362981102996640534424	459311556535738928449110168	140	11335	146546
1872	688490040169789129015144692	688490040169789129015144692	459311556535738928449110168	139	11236	143736
1873	688490040169789129015144692	546043824962246550598218204	453283101555087222464635968	139	11358	143807
1874	474820717358475261389754960	474820717358475261389754960	453283101555087222464635968	139	11243	143297
1875	474820717358475261389754960	154316733141504459951670362	91435399158509921885588898	140	11216	143722
1876	261151394547161393764365228	261151394547161393764365228	229617569812556508544883706	133	11209	150873
1877	261151394547161393764365228	154316733141504459951670362	91435399158509921885588898	152	10964	145996
1878	47482071735847526138975496	47482071735847526138975496	29994463292216877208262490	139	11101	148927
1879	47482071735847526138975496	47482071735847526138975496	29994463292216877208262490	153	10896	144171
1880	6187911070687385453957425614216	6187911070687385453957425614216	1060757511650842995632438972556	151	13030	155988
1881	6187911070687385453957425614216	6187911070687385453957425614216	1060757511650842995632438972556	133	13001	173252
1882	4722353185524583635914877442428	4722353185524583635914877442428	1060757511650842995632438972556	138	12863	152410
1883	4722353185524583635914877442428	3989574242943182726893603356534	815819381830003518962130168942	137	12777	156165
1884	3256795300361781817872329270640	3256795300361781817872329270640	815819381830003518962130168942	159	12804	152696
1885	3256795300361781817872329270640	1546977767671846363489356403554	300088990245599057163184641222	153	12878	149075
1886	1791237415198979999829781098852	1791237415198979999829781098852	801420328217164988240273863302	133	12592	148461
1887	1791237415198979999829781098852	814198825090445454468082317660	287197509728712768917378914716	154	12455	157962
1888	325679530036178181787232927064	325679530036178181787232927064	97214028929571552571706921826	165	12534	148749
1889	325679530036178181787232927064	325679530036178181787232927064	97214028929571552571706921826	131	12333	147981
1890	325679530036178181787232927064	325679530036178181787232927064	97214028929571552571706921826	153	12283	146198
1891	325679530036178181787232927064	325679530036178181787232927064	97214028929571552571706921826	139	12278	145796
1892	248544904501293875574467233812	248544904501293875574467233812	97214028929571552571706921826	153	12235	146499
1893	248544904501293875574467233812	209977591733851722468084387186	70790157649251371030765994960	141	12332	145770
1894	171410278966409569361701540560	171410278966409569361701540560	70790157649251371030765994960	139	12175	145294
1895	171410278966409569361701540560	81419882509044545446808231766	17972298760879220469059558796	140	12170	147492
1896	94275653431525263148935847308	94275653431525263148935847308	70032318521368605756744678720	140	12020	144156
1897	94275653431525263148935847308	42852569741602392340425385140	16619054827243602685168563702	140	12017	144295
1898	17141027896640956936170154056	17141027896640956936170154056	6584296007424144057974498112	155	11773	143821
1899	17141027896640956936170154056	17141027896640956936170154056	6584296007424144057974498112	151	18109	146218
1900	17141027896640956936170154056	17141027896640956936170154056	6584296007424144057974498112	148	11693	143649
1901	17141027896640956936170154056	17141027896640956936170154056	6584296007424144057974498112	141	11967	147639
1902	13081310763225993451287749148	13081310763225993451287749148	6546920055855398919659536512	151	11788	144675
1903	13081310763225993451287749148	11051452196518511708846546694	5156183932840507641961939098	139	11895	149802
1904	9021593629811029966405344240	9021593629811029966405344240	5156183932840507641961939098	167	11696	147233
1905	9021593629811029966405344240	4285256974160239234042538514	1622529983334733587957219702	144	11775	142804
1906	4961876496396066481522939332	4961876496396066481522939332	4362531023360490708361699698	140	13702	147479
1907	4961876496396066481522939332	2255398407452757491601336060	983708128268035419725006946	151	11589	146677
1908	902159362981102996640534424	902159362981102996640534424	457245982029800103642951630	153	11425	142728
1909	902159362981102996640534424	902159362981102996640534424	457245982029800103642951630	152	11402	141659
1910	902159362981102996640534424	902159362981102996640534424	457245982029800103642951630	151	11371	149182
1911	902159362981102996640534424	902159362981102996640534424	457245982029800103642951630	159	11305	142432
1912	688490040169789129015144692	688490040169789129015144692	457245982029800103642951630	152	11279	141838
1913	688490040169789129015144692	581655378764132195202449826	383934287013632037924390924	141	11481	143381
1914	474820717358475261389754960	474820717358475261389754960	383934287013632037924390924	151	12526	141889
1915	474820717358475261389754960	225539840745275749160133606	89462154715749527596204236	140	11120	141064
1916	261151394547161393764365228	261151394547161393764365228	233673069672742332450699600	139	11199	140733
1917	261151394547161393764365228	118705179339618815347438740	85286388453436635465045516	135	10998	140232
1918	47482071735847526138975496	47482071735847526138975496	28131417804963554737558548	138	10941	139274
1919	47482071735847526138975496	47482071735847526138975496	28131417804963554737558548	153	10834	139464
1920	6187911070687385453957425614216	6187911070687385453957425614216	1574913267249407364523656926094	132	13021	157417
1921	6187911070687385453957425614216	6187911070687385453957425614216	1574913267249407364523656926094	140	12842	151767
1922	4722353185524583635914877442428	4722353185524583635914877442428	1574913267249407364523656926094	140	12802	158051
1923	4722353185524583635914877442428	3745314595416049090553178661236	1574913267249407364523656926094	149	12700	149788
1924	3256795300361781817872329270640	3256795300361781817872329270640	1574913267249407364523656926094	146	12700	148304
1925	3256795300361781817872329270640	1546977767671846363489356403554	327149819487628760789038217724	135	12664	148144
1926	1791237415198979999829781098852	1791237415198979999829781098852	1574913267249407364523656926094	145	12484	151490
1927	1791237415198979999829781098852	1058458472617579090808507012958	327149819487628760789038217724	152	12330	146783
1928	325679530036178181787232927064	325679530036178181787232927064	110819308505955574715541153888	139	12303	150897
1929	325679530036178181787232927064	325679530036178181787232927064	110819308505955574715541153888	153	12164	148628
1930	325679530036178181787232927064	325679530036178181787232927064	110819308505955574715541153888	145	12364	156478
1931	325679530036178181787232927064	325679530036178181787232927064	110819308505955574715541153888	134	12197	146189
1932	248544904501293875574467233812	248544904501293875574467233812	110819308505955574715541153888	142	12290	148835
1933	248544904501293875574467233812	197121820811371004765956771644	110819308505955574715541153888	152	12263	153177
1934	171410278966409569361701540560	171410278966409569361701540560	110819308505955574715541153888	155	12089	145405
1935	171410278966409569361701540560	81419882509044545446808231766	30074182474461178796287521738	151	12408	145180
1936	94275653431525263148935847308	94275653431525263148935847308	85107766660994139311285922804	140	12273	144393
1937	94275653431525263148935847308	55708340664083110042553000682	30074182474461178796287521738	139	11943	144086
1938	17141027896640956936170154056	17141027896640956936170154056	8722962204327279653519788890	141	11934	149295
1939	17141027896640956936170154056	17141027896640956936170154056	8722962204327279653519788890	140	12016	144054
1940	17141027896640956936170154056	17141027896640956936170154056	8722962204327279653519788890	150	11722	143723
1941	17141027896640956936170154056	17141027896640956936170154056	8722962204327279653519788890	146	11746	143875
1942	13081310763225993451287749148	13081310763225993451287749148	8722962204327279653519788890	133	11768	144133
1943	13081310763225993451287749148	10374832674282684461366145876	6509214706759804864087829970	140	11736	144313
1944	9021593629811029966405344240	9021593629811029966405344240	6509214706759804864087829970	139	11678	170745
1945	9021593629811029966405344240	4285256974160239234042538514	2259471231417994552548165120	167	11835	150476
1946	4961876496396066481522939332	4961876496396066481522939332	4592021963308544879428920738	154	11660	142223
1947	4961876496396066481522939332	2932017929688584739081736878	2259471231417994552548165120	140	11531	142265
1948	902159362981102996640534424	902159362981102996640534424	534283795270808097845494452	132	11404	142213
1949	902159362981102996640534424	902159362981102996640534424	534283795270808097845494452	139	11676	141898
1950	902159362981102996640534424	902159362981102996640534424	534283795270808097845494452	155	11478	146467
1951	902159362981102996640534424	902159362981102996640534424	534283795270808097845494452	137	11745	141392
1952	688490040169789129015144692	688490040169789129015144692	534283795270808097845494452	140	11170	142785
1953	688490040169789129015144692	546043824962246550598218204	378201801526085900608854252	139	11362	150885
1954	474820717358475261389754960	474820717358475261389754960	378201801526085900608854252	152	11147	141948
1955	474820717358475261389754960	225539840745275749160133606	122991434769989281781136498	145	11405	148256
1956	261151394547161393764365228	261151394547161393764365228	245642780244998136316459200	150	11196	148849
1957	261151394547161393764365228	154316733141504459951670362	122991434769989281781136498	150	10964	141191
1958	47482071735847526138975496	47482071735847526138975496	32087953493743584419840526	146	11064	140337
1959	47482071735847526138975496	47482071735847526138975496	32087953493743584419840526	139	10823	141279
1960	6187911070687385453957425614216	6187911070687385453957425614216	2377757832023731204059128322054	135	12901	161769
1961	6187911070687385453957425614216	6187911070687385453957425614216	2377757832023731204059128322054	139	12900	160028
1962	4722353185524583635914877442428	4722353185524583635914877442428	2377757832023731204059128322054	130	12771	159817
1963	4722353185524583635914877442428	3989574242943182726893603356534	898669430708518203469319725044	135	14546	157944
1964	3256795300361781817872329270640	3256795300361781817872329270640	898669430708518203469319725044	147	12688	157290
1965	3256795300361781817872329270640	1546977767671846363489356403554	369404796581014226027747238564	139	12557	156753
1966	1791237415198979999829781098852	1791237415198979999829781098852	816646453547321871681157650084	139	12632	163995
1967	1791237415198979999829781098852	814198825090445454468082317660	369404796581014226027747238564	161	12478	156814
1968	325679530036178181787232927064	325679530036178181787232927064	180022553462586368022443472768	140	12397	159246
1969	325679530036178181787232927064	325679530036178181787232927064	180022553462586368022443472768	139	12197	154735
1970	325679530036178181787232927064	325679530036178181787232927064	180022553462586368022443472768	139	12229	153339
1971	325679530036178181787232927064	325679530036178181787232927064	180022553462586368022443472768	132	12114	152717
1972	248544904501293875574467233812	248544904501293875574467233812	153034717204636576745918023608	137	12295	153592
1973	248544904501293875574467233812	209977591733851722468084387186	88680890900018492141376300378	139	12352	155577
1974	171410278966409569361701540560	171410278966409569361701540560	88680890900018492141376300378	142	12512	156889
1975	171410278966409569361701540560	81419882509044545446808231766	32298128637270940124640628098	139	12166	154991
1976	94275653431525263148935847308	94275653431525263148935847308	69369553659161571687586034538	137	12283	154368
1977	94275653431525263148935847308	42852569741602392340425385140	22330642157353684440150956214	136	12205	170496
1978	17141027896640956936170154056	17141027896640956936170154056	10942743242807492372686260690	152	11973	154325
1979	17141027896640956936170154056	17141027896640956936170154056	10942743242807492372686260690	140	26956	152100
1980	17141027896640956936170154056	17141027896640956936170154056	10942743242807492372686260690	140	11716	153004
1981	17141027896640956936170154056	17141027896640956936170154056	10942743242807492372686260690	139	11756	150589
1982	13081310763225993451287749148	13081310763225993451287749148	10193026320662531433649805490	141	11736	150939
1983	13081310763225993451287749148	11051452196518511708846546694	6056265908800829199637470120	152	11795	151360
1984	9021593629811029966405344240	9021593629811029966405344240	6056265908800829199637470120	133	11664	150653
1985	9021593629811029966405344240	4285256974160239234042538514	2376521029460613569829907560	141	11581	150992
1986	4961876496396066481522939332	4961876496396066481522939332	4327648662191699441563876320	134	12611	157072
1987	4961876496396066481522939332	2255398407452757491601336060	1545398472890384610438879294	143	12229	164192
1988	902159362981102996640534424	902159362981102996640534424	688490040169789129015144692	150	11364	157489
1989	902159362981102996640534424	902159362981102996640534424	688490040169789129015144692	153	11292	149627
1990	902159362981102996640534424	902159362981102996640534424	688490040169789129015144692	135	11312	148824
1991	902159362981102996640534424	902159362981102996640534424	688490040169789129015144692	132	11353	151770
1992	688490040169789129015144692	688490040169789129015144692	572086623310439930585800332	139	11137	150131
1993	688490040169789129015144692	581655378764132195202449826	354362391107192444585151102	133	11390	149359
1994	474820717358475261389754960	474820717358475261389754960	354362391107192444585151102	140	11122	149175
1995	474820717358475261389754960	225539840745275749160133606	133080842111676232255972818	151	11221	149256
1996	261151394547161393764365228	261151394547161393764365228	245653437396173108424865098	151	10929	149180
1997	261151394547161393764365228	118705179339618815347438740	99458637577905725312756334	151	10988	150849
1998	47482071735847526138975496	47482071735847526138975496	38110610209035514401019806	139	10983	147256
1999	47482071735847526138975496	47482071735847526138975496	38110610209035514401019806	146	10867	153613
2000	6187911070687385453957425614216	6187911070687385453957425614216	1576379692419102928989579238458	162	13866	164316
2001	6187911070687385453957425614216	6187911070687385453957425614216	1576379692419102928989579238458	149	13158	159334
2002	4722353185524583635914877442428	4722353185524583635914877442428	1576379692419102928989579238458	153	12891	162197
2003	4722353185524583635914877442428	3745314595416049090553178661236	1574909622807243958693153560840	161	13596	158266
2004	3256795300361781817872329270640	3256795300361781817872329270640	1574909622807243958693153560840	140	12883	148346
2005	3256795300361781817872329270640	1058458472617579090808507012958	327226999759718001024086760480	131	12701	148912
2006	1791237415198979999829781098852	1791237415198979999829781098852	1574909622807243958693153560840	139	12564	147660
2007	1791237415198979999829781098852	1058458472617579090808507012958	327149627674883318376906461658	139	12413	147593
2008	325679530036178181787232927064	325679530036178181787232927064	123684971509094393914928681604	141	12237	146181
2009	325679530036178181787232927064	325679530036178181787232927064	123684971509094393914928681604	133	12283	157394
2010	325679530036178181787232927064	325679530036178181787232927064	123684971509094393914928681604	152	12255	146258
2011	325679530036178181787232927064	325679530036178181787232927064	123684971509094393914928681604	145	12317	146199
2012	248544904501293875574467233812	248544904501293875574467233812	123684971509094393914928681604	150	12223	145814
2013	248544904501293875574467233812	197121820811371004765956771644	110750064104850863935977214062	140	12334	145380
2014	171410278966409569361701540560	171410278966409569361701540560	110750064104850863935977214062	152	12010	145460
2015	171410278966409569361701540560	55708340664083110042553000682	30078244594044823019184813462	133	12186	147446
2016	94275653431525263148935847308	94275653431525263148935847308	85038522259889428531721982978	145	12057	144062
2017	94275653431525263148935847308	55708340664083110042553000682	30074172379053523932491113524	139	11974	144186
2018	17141027896640956936170154056	17141027896640956936170154056	8798246247431408735615552214	152	11927	144267
2019	17141027896640956936170154056	17141027896640956936170154056	8798246247431408735615552214	136	11834	143722
2020	17141027896640956936170154056	17141027896640956936170154056	8798246247431408735615552214	133	11790	151557
2021	17141027896640956936170154056	17141027896640956936170154056	8798246247431408735615552214	152	11699	146447
2022	13081310763225993451287749148	13081310763225993451287749148	8798246247431408735615552214	137	11866	144885
2023	13081310763225993451287749148	10374832674282684461366145876	7407318583337774841804932196	151	11852	147302
2024	9021593629811029966405344240	9021593629811029966405344240	7407318583337774841804932196	143	11952	146190
2025	9021593629811029966405344240	2932017929688584739081736878	2259470700080749559716775214	139	11705	151375
2026	4961876496396066481522939332	4961876496396066481522939332	4700840494394465851883328924	168	11605	145676
2027	4961876496396066481522939332	2932017929688584739081736878	2259470700080749559716775214	146	11412	166891
2028	902159362981102996640534424	902159362981102996640534424	540218462173834873495732728	153	11339	141774
2029	902159362981102996640534424	902159362981102996640534424	540218462173834873495732728	140	11207	141588
2030	902159362981102996640534424	902159362981102996640534424	540218462173834873495732728	152	11270	142119
2031	902159362981102996640534424	902159362981102996640534424	540218462173834873495732728	151	11293	141561
2032	688490040169789129015144692	688490040169789129015144692	498677145771959788583997528	152	11349	150577
2033	688490040169789129015144692	546043824962246550598218204	425470426609136952067649106	151	11349	144981
2034	474820717358475261389754960	474820717358475261389754960	425470426609136952067649106	147	11231	141605
2035	474820717358475261389754960	154316733141504459951670362	122981339362334417984728284	132	11167	142022
2036	261151394547161393764365228	261151394547161393764365228	251473334978854030599962934	139	11060	140152
2037	261151394547161393764365228	154316733141504459951670362	122981339362334417984728284	152	11063	141569
2038	47482071735847526138975496	47482071735847526138975496	32389086329508180918899490	139	10782	139755
2039	47482071735847526138975496	47482071735847526138975496	32389086329508180918899490	130	10856	138332
2040	6187911070687385453957425614216	6187911070687385453957425614216	1589235058096578711213841060494	132	13218	157405
2041	6187911070687385453957425614216	6187911070687385453957425614216	1589235058096578711213841060494	152	12937	155880
2042	4722353185524583635914877442428	4722353185524583635914877442428	1088542535925078686419632656934	140	12881	154692
2043	4722353185524583635914877442428	3989574242943182726893603356534	1088542535925078686419632656934	139	12822	161559
2044	3256795300361781817872329270640	3256795300361781817872329270640	1088542535925078686419632656934	156	12659	152999
2045	3256795300361781817872329270640	1546977767671846363489356403554	327903597953269357983258435324	133	12694	155757
2046	1791237415198979999829781098852	1791237415198979999829781098852	1074962581507244974455131726094	146	12454	152092
2047	1791237415198979999829781098852	1058458472617579090808507012958	301551359944243040888826414084	140	12575	150454
2048	325679530036178181787232927064	325679530036178181787232927064	111573294631842549944794747848	152	12312	150083
2049	325679530036178181787232927064	325679530036178181787232927064	111573294631842549944794747848	152	12243	157747
2050	325679530036178181787232927064	325679530036178181787232927064	111573294631842549944794747848	166	12246	149755
2051	325679530036178181787232927064	325679530036178181787232927064	111573294631842549944794747848	146	12257	158992
2052	248544904501293875574467233812	248544904501293875574467233812	111494371595884718038389838608	150	12281	149927
2053	248544904501293875574467233812	209977591733851722468084387186	111494371595884718038389838608	139	12181	157394
2054	171410278966409569361701540560	171410278966409569361701540560	111494371595884718038389838608	152	12104	149043
2055	171410278966409569361701540560	81419882509044545446808231766	30113855025284368122299112138	139	12150	148498
2056	94275653431525263148935847308	94275653431525263148935847308	82965139341262787623058354328	142	12169	148497
2057	94275653431525263148935847308	55708340664083110042553000682	18723895743316755493621817574	152	11966	150507
2058	17141027896640956936170154056	17141027896640956936170154056	8766591229318303120693602570	139	11929	147336
2059	17141027896640956936170154056	17141027896640956936170154056	8766591229318303120693602570	151	11850	147074
2060	17141027896640956936170154056	17141027896640956936170154056	8766591229318303120693602570	139	11811	147131
2061	17141027896640956936170154056	17141027896640956936170154056	8766591229318303120693602570	140	11749	147160
2062	13081310763225993451287749148	13081310763225993451287749148	7304539392226744945952149770	152	11755	147632
2063	13081310763225993451287749148	11051452196518511708846546694	7256975419109577931059235290	134	11830	150997
2064	9021593629811029966405344240	9021593629811029966405344240	7256975419109577931059235290	140	11677	154662
2065	9021593629811029966405344240	4285256974160239234042538514	1662306342620802832758017004	153	11796	148908
2066	4961876496396066481522939332	4961876496396066481522939332	4479274222562497651929168774	147	11758	146760
2067	4961876496396066481522939332	2932017929688584739081736878	1662087719252498589249970164	136	11584	146140
2068	902159362981102996640534424	902159362981102996640534424	611545408686490506324561132	145	11644	145527
2069	902159362981102996640534424	902159362981102996640534424	611545408686490506324561132	142	11348	148825
2070	902159362981102996640534424	902159362981102996640534424	611545408686490506324561132	152	11321	145542
2071	902159362981102996640534424	902159362981102996640534424	611545408686490506324561132	131	11388	149022
2072	688490040169789129015144692	688490040169789129015144692	457546841605278162395641212	151	11292	146479
2073	688490040169789129015144692	581655378764132195202449826	417557628491863430449454532	153	11401	154177
2074	474820717358475261389754960	474820717358475261389754960	417557628491863430449454532	152	11166	157987
2075	474820717358475261389754960	225539840745275749160133606	95507293834569912811492614	151	11256	159184
2076	261151394547161393764365228	261151394547161393764365228	240128934183239490075069204	151	17401	144611
2077	261151394547161393764365228	154316733141504459951670362	91457288745673629778967814	149	11035	144186
2078	47482071735847526138975496	47482071735847526138975496	36137670940232985614081766	144	10937	143847
2079	47482071735847526138975496	47482071735847526138975496	36137670940232985614081766	139	10894	142941
2080	6187911070687385453957425614216	6187911070687385453957425614216	1604983365938201991342606942378	139	13068	160213
2081	6187911070687385453957425614216	6187911070687385453957425614216	1604983365938201991342606942378	136	12864	161833
2082	4722353185524583635914877442428	4722353185524583635914877442428	1604983365938201991342606942378	144	12726	157127
2083	4722353185524583635914877442428	3745314595416049090553178661236	1604983365938201991342606942378	154	12703	155881
2084	3256795300361781817872329270640	3256795300361781817872329270640	1604983365938201991342606942378	139	12627	155800
2085	3256795300361781817872329270640	1058458472617579090808507012958	328732456260723214832140850160	156	12459	163339
2086	1791237415198979999829781098852	1791237415198979999829781098852	831421188273767036356357495458	167	12554	154570
2087	1791237415198979999829781098852	814198825090445454468082317660	328732456260723214832140850160	157	12698	157040
2088	325679530036178181787232927064	325679530036178181787232927064	139431103652316260507101544004	139	12255	154402
2089	325679530036178181787232927064	325679530036178181787232927064	139431103652316260507101544004	132	12500	154047
2090	325679530036178181787232927064	325679530036178181787232927064	139431103652316260507101544004	138	12084	157492
2091	325679530036178181787232927064	325679530036178181787232927064	139431103652316260507101544004	133	12200	153167
2092	248544904501293875574467233812	248544904501293875574467233812	139431103652316260507101544004	132	12187	152157
2093	248544904501293875574467233812	197121820811371004765956771644	125817822697578811877229068004	134	12257	155311
2094	171410278966409569361701540560	171410278966409569361701540560	125817822697578811877229068004	134	12144	151805
2095	171410278966409569361701540560	55708340664083110042553000682	30157479146729307956450818182	139	12065	152087
2096	94275653431525263148935847308	94275653431525263148935847308	56614780831626351194567483724	151	11998	159998
2097	94275653431525263148935847308	42852569741602392340425385140	30157479146729307956450818182	166	11878	153972
2098	17141027896640956936170154056	17141027896640956936170154056	9552018352228589830773636294	151	11906	150746
2099	17141027896640956936170154056	17141027896640956936170154056	9552018352228589830773636294	140	11808	161128
2100	17141027896640956936170154056	17141027896640956936170154056	9552018352228589830773636294	143	11700	150151
2101	17141027896640956936170154056	17141027896640956936170154056	9552018352228589830773636294	133	11725	149802
2102	13081310763225993451287749148	13081310763225993451287749148	9514532506121341783821813534	139	11799	151114
2103	13081310763225993451287749148	10374832674282684461366145876	7298610190529448925229299134	152	11786	150717
2104	9021593629811029966405344240	9021593629811029966405344240	7298610190529448925229299134	139	11638	149473
2105	9021593629811029966405344240	2932017929688584739081736878	1739474788660896213817038600	138	12552	150120
2106	4961876496396066481522939332	4961876496396066481522939332	3656344829163529941931321014	139	11574	156245
2107	4961876496396066481522939332	2255398407452757491601336060	1739474788660896213817038600	169	11524	151322
2108	902159362981102996640534424	902159362981102996640534424	617266932566017839806681448	144	11619	148983
2109	902159362981102996640534424	902159362981102996640534424	617266932566017839806681448	138	11302	152234
2110	902159362981102996640534424	902159362981102996640534424	617266932566017839806681448	157	11421	149505
2111	902159362981102996640534424	902159362981102996640534424	617266932566017839806681448	152	12913	148583
2112	688490040169789129015144692	688490040169789129015144692	536376422545114159542221808	144	11305	149042
2113	688490040169789129015144692	546043824962246550598218204	419748932250804009089984208	160	11335	149427
2114	474820717358475261389754960	474820717358475261389754960	419748932250804009089984208	139	11175	148285
2115	474820717358475261389754960	154316733141504459951670362	127162858468248603226181022	152	11155	147694
2116	261151394547161393764365228	261151394547161393764365228	228050755336808273126932728	146	10964	156519
2117	261151394547161393764365228	118705179339618815347438740	97682992235983449404512098	164	12528	148056
2118	47482071735847526138975496	47482071735847526138975496	34362025598310709705837530	140	10823	146621
2119	47482071735847526138975496	47482071735847526138975496	34362025598310709705837530	140	10732	146726
2120	6187911070687385453957425614216	6187911070687385453957425614216	1346362173171487059748881036414	153	13052	162539
