id	first_codeword	ind_status	ind_complete	ind_decoded	ind_ties	ind_score	ind_bound	ind_q_hist	ind_q_disc	ind_q_code	ind_q_score	ind_frontier_updates	ind_bound_calls	ind_chain_calls	ind_uac_calls	ind_bound_ns	ind_total_ns	cr_status	cr_complete	cr_decoded	cr_ties	cr_score	cr_bound	cr_q_hist	cr_q_disc	cr_q_code	cr_q_score	cr_frontier_updates	cr_bound_calls	cr_chain_calls	cr_uac_calls	cr_bound_ns	cr_total_ns	ac_status	ac_complete	ac_decoded	ac_ties	ac_score	ac_bound	ac_q_hist	ac_q_disc	ac_q_code	ac_q_score	ac_frontier_updates	ac_bound_calls	ac_chain_calls	ac_uac_calls	ac_bound_ns	ac_total_ns	fast_status	fast_complete	fast_decoded	fast_ties	fast_score	fast_bound	fast_q_hist	fast_q_disc	fast_q_code	fast_q_score	fast_frontier_updates	fast_bound_calls	fast_chain_calls	fast_uac_calls	fast_bound_ns	fast_total_ns
137	0x6363c69c	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	241142321724579417809984920095249071174372461526972520857122326	61	32	32	1	29	15	0	0	2632	5589	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	241142321724579417809984920095249071174372461526972520857122326	61	32	32	1	29	15	0	0	3006	6972	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	296650041572896465900382887009119317590683055218807600353965698	47	25	25	1	15	1	0	1	436289	438900	CERTIFIED	1	0x6363c69c	0x6363c69c	297389590255641002565163666761150926188549398815676487284820800	296650041572896465900382887009119317590683055218807600353965698	48	25	25	1	16	2	0	1	436383	438719
138	0xd257fa7d	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	531104868092785343520150836283401328537421556369221687041146718	57	30	30	1	25	14	0	0	2449	5527	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	531104868092785343520150836283401328537421556369221687041146718	57	30	30	1	25	14	0	0	2871	5398	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	221193053991838391083733711264038098107076536592233464114853808	44	26	26	1	12	1	0	1	441279	444103	CERTIFIED	1	0xd257fa7d	0xd257fa7d	587337270925282172768041984311142417760063349924448448971539090	221193053991838391083733711264038098107076536592233464114853808	48	26	26	1	16	5	0	1	431028	434149
139	0xa31b3805	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1703552375076039761438822636850616230642527149660709386980972	2046	953	953	1	62	31	0	0	5325	56660	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1703552375076039761438822636850616230642527149660709386980972	2046	953	953	1	62	31	0	0	6198	53783	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	2226800050195124485497487540583797467781132754370839517570612	2045	953	953	1	61	30	0	30	12806521	12859164	CERTIFIED	1	0xa31b3805	0xa31b3805	2294046309039234491215221131988907693029301996838345966576694	1703552375076039761438822636850616230642527149660709386980972	2046	953	953	1	62	31	0	5	2166615	2212089
140	0xbdc69aa9	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	824827895632067085426034069452813892172	2046	977	977	3	62	32	0	0	5572	59360	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	824827895632067085426034069452813892172	2046	977	977	3	62	32	0	0	6485	56536	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	740663758820649198270033514556299618862	2042	977	977	3	58	28	0	28	11486720	11540960	CERTIFIED	1	0xadc29aa8	0xadc29aa8	972440986839346557959294570262482687702	824827895632067085426034069452813892172	2046	977	977	3	62	32	0	5	2094359	2148492
141	0x18b1c51f	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	606491099729461092225025051068245508950	2047	967	967	2	63	33	0	0	5557	56271	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	606491099729461092225025051068245508950	2047	967	967	2	63	33	0	0	6635	58284	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	486572377140113369977931463693180226040	2045	966	966	2	61	31	0	31	13310729	13373021	CERTIFIED	1	0x58b1c71e	0x58b1c71e	768785705604097074653914612212158028200	606491099729461092225025051068245508950	2047	967	967	2	63	33	0	5	2141137	2194271
142	0x5d7bdca4	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	273240200720220365760327075639167450348	31786	13848	13848	10	74	43	0	0	7506	788736	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	273240200720220365760327075639167450348	31786	13848	13848	10	74	43	0	0	8864	640145	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	171803780480087431344069170559730581290	2048	974	974	1	64	33	0	33	13967598	14031505	CERTIFIED	1	0x5d7bdca4	0x5d7bdca4	280298476563619210013458604912293175054	171803780480087431344069170559730581290	2048	974	974	1	64	33	0	6	2563930	2621119
143	0x60af695b	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	0	0	6499	617236	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	0	0	7666	620711	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	18079002479886769255695957065576940404	31807	13587	13587	3	95	34	0	34	14446324	15059647	CERTIFIED	1	0x64bcc85b	0x64bcc85b	26990440849877735513115517200080295920	20429173885623952580211370141246164512	31808	13587	13587	3	96	35	0	5	2221629	2837448
144	0x4a5e6dc6	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	4	0	0	785	4894	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	4	2	0	61729	64900	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	73977660789151407405274612465882702891292369297238140387843298	61	32	32	1	29	1	1	1	465441	468183	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	4	2	0	45558	48462
145	0xc94a8dd5	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	21	0	0	3607	7625	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	21	19	0	423440	427144	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	74725060808553706931523735948812205795831887200417520217727800	59	32	32	1	27	16	16	16	7171074	7176570	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	21	19	1	839363	844057
146	0xbba4060b	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	178	2433	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	185	2381	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	207	3525	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	191	2861
147	0x85f2489c	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2046	968	968	1	62	31	0	0	5358	57115	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2043	967	967	1	59	28	26	0	592896	641625	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1509440907795140942543921497739463413770597179765565697220804	2032	964	964	1	48	17	15	17	7555903	7609524	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1509440907795140942543921497739463413770597179765565697220804	2032	964	964	1	48	17	15	5	2522052	2566585
148	0xd219af4	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	4973227017781580956245205418759613173390	2027	961	961	1	43	44	0	0	7553	60365	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	4754890221878974963044196400375044790168	2023	958	958	1	39	40	35	0	805167	856010	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	2112707825592961420290574778488738765160	64	33	33	1	32	33	29	33	15271349	15287585	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	2112707825592961420290574778488738765160	64	33	33	1	32	33	29	6	3241604	3248307
149	0xe8287744	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	5674	9859	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	7374931772710246881456304620989865388832	64	33	33	1	32	33	29	0	679342	684538	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	5556877058079299173019872994529273278942	47	28	28	1	15	16	14	16	7093525	7099447	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	5556877058079299173019872994529273278942	48	28	28	1	16	17	15	5	2466017	2471613
150	0x98e778c9	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	606491099729461092225025051068245508950	2047	971	971	2	63	32	0	0	6018	58693	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	606491099729461092225025051068245508950	2046	970	970	2	62	31	29	0	663444	712669	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	704880975260482982543644687592914008128	2031	966	966	2	47	16	14	16	7203801	7251971	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	500050132672427510327133210466305805418	2032	966	966	2	48	17	15	5	2516217	2569771
151	0x6f411aba	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	54903404817614372559318057254599067126	31805	13719	13719	7	93	31	0	0	5437	653559	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	54903404817614372559318057254599067126	31799	13717	13717	7	87	25	22	0	481463	1109529	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	61324758458852065751654428603656219512	31790	13715	13715	7	78	16	13	16	7115602	7789761	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	29475103463854156859520130804051805822	31792	13715	13715	7	80	18	15	5	2557612	3354299
152	0x4a5e6dc6	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	7	0	0	1299	5616	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	7	0	0	1449	4690	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	73977660789151407405274612465882702891292369297238140387843298	63	32	32	1	31	6	0	6	2594615	2598563	CERTIFIED	1	0x4a5e6dc6	0x4a5e6dc6	75464611778248628150604249544391349036767710093319022085344498	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	7	0	0	1561	5428
153	0xc94a8dd5	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	10	0	0	1881	7238	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	10	0	0	2017	5628	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	74724758158651675242078475792934007870938826765079242620097498	62	33	33	1	30	8	0	8	3296230	3300578	CERTIFIED	1	0xc94a8dd5	0xc94a8dd5	75464609491299838601498084175119855517947897950886714758087800	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	10	0	0	4110	7933
154	0xbba4060b	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	209	2705	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	192	2246	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	221	3325	CERTIFIED	1	0xbba4060b	0xbba4060b	73992530268394647018399781368437316177349880671936981314573804	23670411948424973527360482954134878152085640395285646219104032	64	33	33	1	32	1	0	0	207	2879
155	0x85f2489c	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2046	969	969	1	62	31	0	0	5334	62696	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2046	969	969	1	62	31	0	0	6156	54689	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2046	969	969	1	62	31	0	30	12664090	12717666	CERTIFIED	1	0x85f2489c	0x85f2489c	2234349545807287537116876739875707508862773334231012755869004	1703552375076039761438822636850616230642527149660709386980972	2046	969	969	1	62	31	0	5	2149581	2195090
156	0xd219af4	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	4973227017781580956245205418759613173390	2027	959	959	1	43	44	0	0	8091	60325	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	4973227017781580956245205418759613173390	2027	959	959	1	43	44	0	0	9333	57604	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	2112707825592961420290574778488738765160	64	33	33	1	32	33	0	33	14107331	14121956	CERTIFIED	1	0xd219af4	0xd219af4	5110657447299742454366150899449118037636	2112707825592961420290574778488738765160	64	33	33	1	32	33	0	6	2585929	2591950
157	0xe8287744	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	5703	9531	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	0	7044	11426	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	5083203697993061231431700928497163884996	61	33	33	1	29	30	0	30	12636592	12645207	CERTIFIED	1	0xe8287744	0xe8287744	9025264990451939267250456274819426073396	7374931772710246881456304620989865388832	64	33	33	1	32	33	0	5	2100642	2106361
158	0x98e778c9	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	606491099729461092225025051068245508950	2047	971	971	2	63	32	0	0	5862	57061	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	606491099729461092225025051068245508950	2047	971	971	2	63	32	0	0	6750	54973	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	704880975260482982543644687592914008128	2045	970	970	2	61	30	0	30	12877495	12928342	CERTIFIED	1	0x98e778c9	0x98e778c9	766241370858928221014664195990621822218	606491099729461092225025051068245508950	2047	971	971	2	63	32	0	5	2144841	2198417
159	0x6f411aba	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	54903404817614372559318057254599067126	31805	13719	13719	7	93	31	0	0	5303	628766	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	54903404817614372559318057254599067126	31805	13719	13719	7	93	31	0	0	6427	635803	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	61324758458852065751654428603656219512	31803	13719	13719	7	91	29	0	29	12332050	13002714	CERTIFIED	1	0x6341045e	0x6341045e	62198491771923087967282278991506174152	54903404817614372559318057254599067126	31805	13719	13719	7	93	31	0	5	2217202	2979282
160	0xd301e122	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	168651685132527936382443441048211006833610187816410229311116228	62	33	33	2	30	31	0	0	5352	10219	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	168651685132527936382443441048211006833610187816410229311116228	57	31	31	2	25	26	24	0	570822	575081	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	220438335513411050918139589099472782282075325770198105887267306	46	25	25	2	14	15	13	15	6753795	6759675	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	78453524284411591620975013740943526730462969872115562099133106	48	27	27	2	16	17	15	5	2488680	2493349
161	0x2c9a862e	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	971323722631075302574767292941140833261090041473211492576870	2047	980	980	3	63	33	0	0	5705	52860	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	971323722631075302574767292941140833261090041473211492576870	2039	980	980	3	55	25	22	0	487677	530259	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	784758662855994402932181347029295941031087132747984629355898	2032	979	979	3	48	18	15	18	7916620	7969543	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	784758662855994402932181347029295941031087132747984629355898	2032	979	979	3	48	18	15	5	2417735	2467738
162	0xb09f89c5	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	4632466984855897596895044012488517820168275582410700964597380	2042	962	962	7	58	32	0	0	5541	64552	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	3900238332410933138030988668579042422786838474223203070193278	2031	960	960	7	47	21	14	0	311989	360025	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	5193001596698977579523711449607127245962941013928404234923306	2028	957	957	7	44	18	11	18	7881483	7938857	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	3900238332410933138030988668579042422786838474223203070193278	2031	960	960	7	47	21	14	4	1992088	2047280
163	0xa95c20f1	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2047	963	963	2	63	32	0	0	5573	55631	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2042	962	962	2	58	27	25	0	564455	609567	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	814950475858207434219363676519048028723693935025234170007694	2040	961	961	2	56	25	23	25	11331075	11381643	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2042	962	962	2	58	27	25	5	2729191	2779305
164	0x4688f0da	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	5628237405489398935848232473913318323056	2024	949	949	1	40	15	0	0	2703	53324	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	5409900609586792942647223455528749939834	2021	947	947	1	37	12	9	0	208485	255803	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	5107976486857097619901889243495585573084	59	31	31	1	27	2	2	2	910213	920258	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	2839796842325692796339348804892654342488	64	33	33	1	32	7	5	1	550120	553488
165	0xbfe4573f	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	1261501487437279071828052106221950658616	2044	939	939	3	60	31	0	0	5362	54129	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	1261501487437279071828052106221950658616	2043	939	939	3	59	30	26	0	587587	631925	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	801884084664196862120701528450053125414	2027	936	936	3	43	14	10	14	6341446	6394201	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	559959657071281634197145829408980124614	2032	936	936	3	48	19	15	5	2523764	2574801
166	0xce45ebc6	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	606491099729461092225025051068245508950	2047	963	963	4	63	33	0	0	5689	56991	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	606491099729461092225025051068245508950	2045	963	963	4	61	31	28	0	628307	675924	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	512079442350497185126805046694159503476	2032	961	961	4	48	18	15	18	8125723	8179933	CERTIFIED	1	0xc72bebe6	0xc72bebe6	753396995725397595020161992665814889352	512079442350497185126805046694159503476	2032	961	961	4	48	18	15	5	2517711	2569950
167	0x3fed915d	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	7374931772710246881456304620989865388832	64	33	33	1	32	24	0	0	4179	8098	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	7374931772710246881456304620989865388832	64	33	33	1	32	24	22	0	500595	503698	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	6490767151381013988924864076867561021466	48	31	31	1	16	8	8	8	3550876	3554229	CERTIFIED	1	0x3fed915d	0x3fed915d	9488415856777195004518975967599973008952	6490767151381013988924864076867561021466	48	31	31	1	16	8	8	1	613864	624271
168	0xd301e122	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	168651685132527936382443441048211006833610187816410229311116228	62	33	33	2	30	31	0	0	5309	9608	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	168651685132527936382443441048211006833610187816410229311116228	62	33	33	2	30	31	0	0	6240	9515	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	220438335513411050918139589099472782282075325770198105887267306	58	30	30	2	26	27	0	27	11907144	11914572	CERTIFIED	1	0xd301e122	0xd301e122	221192905358573160132900817345637369589286019146013682323802792	168651685132527936382443441048211006833610187816410229311116228	62	33	33	2	30	31	0	5	2262197	2268437
169	0x2c9a862e	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	971323722631075302574767292941140833261090041473211492576870	2047	980	980	3	63	33	0	0	5625	54408	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	971323722631075302574767292941140833261090041473211492576870	2047	980	980	3	63	33	0	0	6917	53141	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	1486948717470758283314723695315573473227821711734426117484902	2046	979	979	3	62	32	0	32	13184435	13240185	CERTIFIED	1	0x25350d4e	0x25350d4e	1509439344609126234188947598242610433806657716505416687973004	971323722631075302574767292941140833261090041473211492576870	2047	980	980	3	63	33	0	5	2053051	2106039
170	0xb09f89c5	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	4632466984855897596895044012488517820168275582410700964597380	2042	961	961	7	58	32	0	0	5471	53631	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	4632466984855897596895044012488517820168275582410700964597380	2042	961	961	7	58	32	0	0	6361	52568	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	5193001596698977579523711449607127245962941013928404234923306	2038	958	958	7	54	28	0	28	11894245	11952857	CERTIFIED	1	0x713f8945	0x713f8945	5215643159913453838961028657022970212520345045400431764518000	4632466984855897596895044012488517820168275582410700964597380	2042	961	961	7	58	32	0	5	2137625	2191240
171	0xa95c20f1	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2047	963	963	2	63	32	0	0	6010	56693	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2047	963	963	2	63	32	0	0	6899	54256	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	1501892151814110176542761741623097844269126225786904629023694	2046	963	963	2	62	31	0	31	13579179	13633686	CERTIFIED	1	0xa95c20f1	0xa95c20f1	1502045413425209153998915545091629119005375471393940200569804	971323722631075302574767292941140833261090041473211492576870	2047	963	963	2	63	32	0	5	2245347	2294614
172	0x4688f0da	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	5628237405489398935848232473913318323056	2024	947	947	1	40	21	0	0	3647	52666	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	5628237405489398935848232473913318323056	2024	947	947	1	40	21	0	0	4326	51389	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	4623446508229717549246864230603866163644	63	32	32	1	31	12	0	12	5165292	5177406	CERTIFIED	1	0x4688f0da	0x4688f0da	5825648381394313912260438226864801794164	2839796842325692796339348804892654342488	64	33	33	1	32	13	0	1	428615	432752
173	0xbfe4573f	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	1261501487437279071828052106221950658616	2044	939	939	3	60	31	0	0	5398	63168	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	1261501487437279071828052106221950658616	2044	939	939	3	60	31	0	0	6244	47844	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	801884084664196862120701528450053125414	2037	939	939	3	53	24	0	24	10822510	10877010	CERTIFIED	1	0xbfe44c7e	0xbfe44c7e	1432665073179475547302117578251762849768	1261501487437279071828052106221950658616	2044	939	939	3	60	31	0	5	2337984	2391823
