trial_kind,trial_index,trial_seed,code_seed,family,alignment_schedule,n,k,rate,rate_label,p_num,p_den,p_s,odds_denominator,forced_error_weight,observed_error_weight,deletion_position,transmitted_word_hex,observation_hex,max_histories,exhaustive_status,exhaustive_time_ns,exhaustive_score,exhaustive_tie_count,disagreement,disagreement_reason,ind_bound_mode,ind_alignment_schedule,ind_status,ind_decoded_word_hex,ind_tie_count,ind_tie_words_hex,ind_incumbent_score,ind_final_bound,ind_stopping_margin,ind_q_hist,ind_q_disc,ind_q_code,ind_q_score,ind_duplicate_count,ind_duplicate_fraction,ind_frontier_updates,ind_bound_calls,ind_independent_bound_calls,ind_chain_dp_calls,ind_chain_skipped_proven_equal,ind_uac_dp_calls,ind_chain_cache_hits,ind_uac_cache_hits,ind_bound_time_ns,ind_independent_bound_time_ns,ind_chain_dp_time_ns,ind_uac_dp_time_ns,ind_membership_time_ns,ind_scoring_time_ns,ind_total_time_ns,ind_stop_min_shell,ind_stop_max_shell,ind_max_shell_entered,ind_max_histories,ind_complete,cr_bound_mode,cr_alignment_schedule,cr_status,cr_decoded_word_hex,cr_tie_count,cr_tie_words_hex,cr_incumbent_score,cr_final_bound,cr_stopping_margin,cr_q_hist,cr_q_disc,cr_q_code,cr_q_score,cr_duplicate_count,cr_duplicate_fraction,cr_frontier_updates,cr_bound_calls,cr_independent_bound_calls,cr_chain_dp_calls,cr_chain_skipped_proven_equal,cr_uac_dp_calls,cr_chain_cache_hits,cr_uac_cache_hits,cr_bound_time_ns,cr_independent_bound_time_ns,cr_chain_dp_time_ns,cr_uac_dp_time_ns,cr_membership_time_ns,cr_scoring_time_ns,cr_total_time_ns,cr_stop_min_shell,cr_stop_max_shell,cr_max_shell_entered,cr_max_histories,cr_complete,ac_bound_mode,ac_alignment_schedule,ac_status,ac_decoded_word_hex,ac_tie_count,ac_tie_words_hex,ac_incumbent_score,ac_final_bound,ac_stopping_margin,ac_q_hist,ac_q_disc,ac_q_code,ac_q_score,ac_duplicate_count,ac_duplicate_fraction,ac_frontier_updates,ac_bound_calls,ac_independent_bound_calls,ac_chain_dp_calls,ac_chain_skipped_proven_equal,ac_uac_dp_calls,ac_chain_cache_hits,ac_uac_cache_hits,ac_bound_time_ns,ac_independent_bound_time_ns,ac_chain_dp_time_ns,ac_uac_dp_time_ns,ac_membership_time_ns,ac_scoring_time_ns,ac_total_time_ns,ac_stop_min_shell,ac_stop_max_shell,ac_max_shell_entered,ac_max_histories,ac_complete,q_hist_improvement_ind_over_cr,q_code_improvement_ind_over_cr,walltime_improvement_ind_over_cr,q_hist_improvement_ind_over_ac,q_code_improvement_ind_over_ac,walltime_improvement_ind_over_ac
natural,2,5082757598455968474,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,100,0.01,99,,1,8,0x9356,0x4916,1500000,PASS,16853531,3457874277232634339781861065796,1,False,,independent,even_odd,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,2693112019583832754718441666310,764762257648801585063419399486,29,16,16,3,13,0.4482758620689655,13,14,13,0,0,0,0,0,40290,40290,0,0,7012,15511,83302,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,1841741123070234012904224623412,1616133154162400326877636442384,24,15,15,3,9,0.375,8,9,8,7,2,0,0,0,1316055,31839,1284216,0,9481,15314,1372041,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,2597990522595660531930232085796,859883754636973807851628980000,20,11,11,3,9,0.45,4,5,4,3,2,5,0,0,5668508,19348,559018,5090142,9850,21487,5742654,0,1,0,1500000,True,1.2083333333333333,1.0666666666666667,0.06071392910270174,1.45,1.4545454545454546,0.014505836499987636
natural,3,2514091789456056279,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,100,0.01,99,,1,12,0x5a53,0x2a52,1500000,PASS,17224117,1746356378818992077254648558302,1,False,,independent,even_odd,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,990370226556635271090007580514,755986152262356806164640977788,31,16,16,1,15,0.4838709677419355,15,10,15,0,0,0,0,0,47743,47743,0,0,7454,6284,88258,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,990370226556635271090007580514,755986152262356806164640977788,26,16,16,1,10,0.38461538461538464,10,5,10,5,0,0,0,0,935038,38129,896909,0,8248,5254,975693,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,1737669797941924374310226178702,8686580877067702944422379600,22,13,13,1,9,0.4090909090909091,6,1,6,1,0,1,0,0,1175157,20081,176319,978757,5313,5301,1202095,0,1,0,1500000,True,1.1923076923076923,1.0,0.09045673177936092,1.4090909090909092,1.2307692307692308,0.07342015398117453
natural,1,6711056891549545654,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,20,0.05,19,,0,11,0x887f,0x407f,1500000,PASS,15658260,21110597698053043618,2,False,,independent,even_odd,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,12784106972526145936,8326490725526897682,32,17,17,3,15,0.46875,16,17,16,0,0,0,0,0,45217,45217,0,0,7961,14505,91110,1,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,12784106972526145936,8326490725526897682,32,17,17,3,15,0.46875,16,17,16,13,3,0,0,0,2244878,57326,2187552,0,11038,15688,2320400,1,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,16289997804326944960,4820599893726098658,31,17,17,3,14,0.45161290322580644,15,16,15,13,3,16,0,0,17805240,61546,2210528,15533166,12632,16305,17896039,0,1,0,1500000,True,1.0,1.0,0.039264781934149284,1.032258064516129,1.0,0.005091070711233922
natural,2,2744586836280056973,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,20,0.05,19,,0,5,0x87a8,0x43c8,1500000,PASS,15264001,49834998717693681076,1,False,,independent,even_odd,CERTIFIED,0x8788,1,0x8788,49834998717693681076,41548347660709974292,8286651056983706784,30,16,16,4,14,0.4666666666666667,14,15,14,0,0,0,0,0,40234,40234,0,0,7098,18097,85675,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x8788,1,0x8788,49834998717693681076,41548347660709974292,8286651056983706784,28,15,15,4,13,0.4642857142857143,12,13,12,11,2,0,0,0,1981985,44149,1937836,0,8865,18025,2046709,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x8788,1,0x8788,49834998717693681076,33731054250025965262,16103944467667715814,22,11,11,3,11,0.5,6,7,6,5,2,7,0,0,7881828,25376,949200,6907252,8102,15051,7943237,0,1,0,1500000,True,1.0714285714285714,1.0666666666666667,0.041859883354204236,1.3636363636363635,1.4545454545454546,0.010785905040980145
natural,0,5074688560385497074,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,20,0.05,19,,1,8,0xf050,0x7854,1500000,PASS,15150335,79945058143370286898,1,False,,independent,even_odd,CERTIFIED,0xf054,1,0xf054,79945058143370286898,70312588348893802648,9632469794476484250,28,16,16,1,12,0.42857142857142855,12,13,12,0,0,0,0,0,34579,34579,0,0,7322,5574,69741,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0xf054,1,0xf054,79945058143370286898,55930468004801888470,24014590138568398428,23,15,15,1,8,0.34782608695652173,7,8,7,6,2,0,0,0,1108263,26766,1081497,0,8327,4935,1149056,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0xf054,1,0xf054,79945058143370286898,79146051168866831080,799006974503455818,21,13,13,1,8,0.38095238095238093,5,6,5,4,2,6,0,0,6536510,22049,711705,5802756,9422,5030,6582727,0,1,0,1500000,True,1.2173913043478262,1.0666666666666667,0.06069416982288069,1.3333333333333333,1.2307692307692308,0.01059454539129452
natural,3,15499047002249595750,5142945076974345042,random_systematic_linear,even_odd,16,12,0.75,R3_4,1,20,0.05,19,,2,1,0x9dc1,0x4e71,1500000,PASS,15227773,4125981064736232142,1,False,,independent,even_odd,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3700662544678621192,425318520057610950,508,230,230,13,278,0.547244094488189,28,15,28,0,0,0,0,0,76298,76298,0,0,78383,51874,322677,1,2,1,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3700662544678621192,425318520057610950,503,229,229,13,274,0.5447316103379721,23,10,23,6,4,0,0,0,1065597,68174,997423,0,78607,51521,1319233,1,2,1,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3326980510019605822,799000554716626320,502,229,229,13,273,0.5438247011952191,22,9,22,5,4,7,0,2,7739682,67910,838727,6833045,81964,52061,7999333,1,2,1,1500000,True,1.0099403578528827,1.0043668122270741,0.244594396895772,1.0119521912350598,1.0043668122270741,0.040337988179764486
natural,0,15245516707207322254,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,100,0.01,99,,0,15,0x26dc,0x26dc,1500000,PASS,16152622,1728981453519810402314087980800,1,False,,independent,forward,CERTIFIED,0x26dc,1,0x26dc,1728981453519810402314087980800,990370226556635271090007580514,738611226963175131224080400286,31,16,16,2,15,0.4838709677419355,15,16,15,0,0,0,0,0,47045,47045,0,0,7505,15759,95339,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x26dc,1,0x26dc,1728981453519810402314087980800,990370226556635271090007580514,738611226963175131224080400286,31,16,16,2,15,0.4838709677419355,15,16,15,0,15,0,0,0,46365,46365,0,0,5910,9789,89086,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x26dc,1,0x26dc,1728981453519810402314087980800,990370226556635271090007580514,738611226963175131224080400286,31,16,16,2,15,0.4838709677419355,15,16,15,0,15,15,0,0,15951891,79026,0,15872865,14424,11345,16046330,0,1,0,1500000,True,1.0,1.0,1.0701906023393126,1.0,1.0,0.005941483192730051
natural,1,11765389814666354182,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,100,0.01,99,,1,0,0xb211,0x5948,1500000,PASS,16850789,868835355639147861783754102596,1,False,,independent,forward,CERTIFIED,0x5948,1,0x5948,868835355639147861783754102596,138999330043036529275790537616,729836025596111332507963564980,32,17,17,1,15,0.46875,16,17,16,0,0,0,0,0,49685,49685,0,0,7410,6900,85172,1,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x5948,1,0x5948,868835355639147861783754102596,138999330043036529275790537616,729836025596111332507963564980,32,17,17,1,15,0.46875,16,17,16,0,16,0,0,0,53382,53382,0,0,8559,11035,112785,1,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x5948,1,0x5948,868835355639147861783754102596,138999330043036529275790537616,729836025596111332507963564980,32,17,17,1,15,0.46875,16,17,16,0,16,16,0,0,16089042,75790,0,16013252,15266,5391,16174252,1,1,0,1500000,True,1.0,1.0,0.7551713437070532,1.0,1.0,0.005265900395270211
natural,2,5082757598455968474,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,100,0.01,99,,1,8,0x9356,0x4916,1500000,PASS,16698667,3457874277232634339781861065796,1,False,,independent,forward,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,2693112019583832754718441666310,764762257648801585063419399486,29,15,15,3,14,0.4827586206896552,13,14,13,0,0,0,0,0,40137,40137,0,0,6724,15022,83043,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,2693112019583832754718441666310,764762257648801585063419399486,29,15,15,3,14,0.4827586206896552,13,14,13,0,13,0,0,0,39919,39919,0,0,6015,13581,83220,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x9216,1,0x9216,3457874277232634339781861065796,2597990522595660531930232085796,859883754636973807851628980000,22,10,10,3,12,0.5454545454545454,6,7,6,0,7,7,0,0,7133565,28940,0,7104625,9940,26537,7261920,0,1,0,1500000,True,1.0,1.0,0.9978731074260995,1.3181818181818181,1.5,0.011435405512591711
natural,3,2514091789456056279,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,100,0.01,99,,1,12,0x5a53,0x2a52,1500000,PASS,16748462,1746356378818992077254648558302,1,False,,independent,forward,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,990370226556635271090007580514,755986152262356806164640977788,31,16,16,1,15,0.4838709677419355,15,6,15,0,0,0,0,0,52199,52199,0,0,7995,10480,102331,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,990370226556635271090007580514,755986152262356806164640977788,31,16,16,1,15,0.4838709677419355,15,6,15,0,5,0,0,0,48002,48002,0,0,6353,5588,80669,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x5652,1,0x5652,1746356378818992077254648558302,1737756672613639386425954404596,8599706205352690828694153706,26,14,14,1,12,0.46153846153846156,10,1,10,0,1,1,0,0,999880,31339,0,968541,5264,4946,1025411,0,1,0,1500000,True,1.0,1.0,1.2685294227026491,1.1923076923076923,1.1428571428571428,0.09979510654752094
natural,1,6711056891549545654,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,20,0.05,19,,0,11,0x887f,0x407f,1500000,PASS,15357254,21110597698053043618,2,False,,independent,forward,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,12784106972526145936,8326490725526897682,32,17,17,3,15,0.46875,16,17,16,0,0,0,0,0,44023,44023,0,0,7662,14001,87045,1,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,12784106972526145936,8326490725526897682,32,17,17,3,15,0.46875,16,17,16,0,16,0,0,0,46159,46159,0,0,7775,14390,102554,1,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x817f,2,0x817f 0x887f,21110597698053043618,16289997804326944960,4820599893726098658,31,17,17,3,14,0.45161290322580644,15,16,15,0,16,16,0,0,15930560,65319,0,15865241,13540,18818,16025333,0,1,0,1500000,True,1.0,1.0,0.8487723540768766,1.032258064516129,1.0,0.005431712401857734
natural,2,2744586836280056973,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,20,0.05,19,,0,5,0x87a8,0x43c8,1500000,PASS,15864000,49834998717693681076,1,False,,independent,forward,CERTIFIED,0x8788,1,0x8788,49834998717693681076,41548347660709974292,8286651056983706784,30,16,16,4,14,0.4666666666666667,14,15,14,0,0,0,0,0,39454,39454,0,0,7199,17915,85325,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x8788,1,0x8788,49834998717693681076,41548347660709974292,8286651056983706784,30,16,16,4,14,0.4666666666666667,14,15,14,0,14,0,0,0,37970,37970,0,0,6011,17220,86283,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x8788,1,0x8788,49834998717693681076,33731054250025965262,16103944467667715814,27,13,13,4,14,0.5185185185185185,11,12,11,0,12,12,0,0,12018945,47348,0,11971597,10810,22449,12107253,0,1,0,1500000,True,1.0,1.0,0.9888970017268756,1.1111111111111112,1.2307692307692308,0.007047428512479255
natural,0,5074688560385497074,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,20,0.05,19,,1,8,0xf050,0x7854,1500000,PASS,15407671,79945058143370286898,1,False,,independent,forward,CERTIFIED,0xf054,1,0xf054,79945058143370286898,70312588348893802648,9632469794476484250,28,17,17,1,11,0.39285714285714285,12,13,12,0,0,0,0,0,35868,35868,0,0,8578,7256,79808,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0xf054,1,0xf054,79945058143370286898,70312588348893802648,9632469794476484250,28,17,17,1,11,0.39285714285714285,12,13,12,0,12,0,0,0,35187,35187,0,0,6836,5526,71337,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0xf054,1,0xf054,79945058143370286898,79146051168866831080,799006974503455818,24,13,13,1,11,0.4583333333333333,8,9,8,0,9,9,0,0,8635043,35905,0,8599138,9993,5048,8689253,0,1,0,1500000,True,1.0,1.0,1.1187462326702833,1.1666666666666667,1.3076923076923077,0.009184679051237201
natural,3,15499047002249595750,5142945076974345042,random_systematic_linear,forward,16,12,0.75,R3_4,1,20,0.05,19,,2,1,0x9dc1,0x4e71,1500000,PASS,15217789,4125981064736232142,1,False,,independent,forward,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3700662544678621192,425318520057610950,508,230,230,13,278,0.547244094488189,28,15,28,0,0,0,0,0,80360,80360,0,0,82537,54052,340953,1,2,1,1500000,True,chain_relaxed,forward,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3700662544678621192,425318520057610950,508,230,230,13,278,0.547244094488189,28,15,28,0,14,0,0,0,78770,78770,0,0,78149,51329,325224,1,2,1,1500000,True,alignment_consistent,forward,CERTIFIED,0x9ca1,1,0x9ca1,4125981064736232142,3326980510019605822,799000554716626320,506,230,230,13,276,0.5454545454545454,26,13,26,0,13,11,0,2,11161692,95387,0,11066305,91016,55915,11468237,1,2,1,1500000,True,1.0,1.0,1.0483635894029961,1.0039525691699605,1.0,0.029730201773821033
natural,0,571633207749956564,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,100,0.01,99,,0,20,0x73df6f,0x33df6f,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,17635872969859011484287079358389085791707716220,6416292220790401948147122317036425666294405968,46,24,24,1,22,0.4782608695652174,22,12,22,0,0,0,0,0,114168,114168,0,0,15116,19307,181484,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,17635872969859011484287079358389085791707716220,6416292220790401948147122317036425666294405968,44,23,23,1,21,0.4772727272727273,20,10,20,10,0,0,0,0,4565375,131718,4433657,0,13411,8479,4642273,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,16034264049592897746634625620564626429322513710,8017901141056515685799576054860885028679608478,35,23,23,1,12,0.34285714285714286,11,1,11,1,0,1,0,0,4688407,58477,437958,4191972,15017,9403,4739810,0,1,0,1500000,True,1.0454545454545454,1.0434782608695652,0.0390937801374456,1.3142857142857143,1.0434782608695652,0.03828929851618525
natural,1,10788204749768766376,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,100,0.01,99,,0,2,0xa2d956,0x516caa,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0xa2d956,1,0xa2d956,16033429781178494359518348253577245078029640800,9779893192376360914013744007833947575401551722,6253536588802133445504604245743297502628089078,47,25,25,1,22,0.46808510638297873,23,22,23,0,0,0,0,0,148727,148727,0,0,24664,14032,259661,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0xa2d956,1,0xa2d956,16033429781178494359518348253577245078029640800,9779893192376360914013744007833947575401551722,6253536588802133445504604245743297502628089078,42,24,24,1,18,0.42857142857142855,18,17,18,17,0,0,0,0,8011402,132892,7878510,0,24088,10816,8131781,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0xa2d956,1,0xa2d956,16033429781178494359518348253577245078029640800,8178268075875594359020982100433774726291640400,7855161705302900000497366153143470351738000400,36,23,23,1,13,0.3611111111111111,12,11,12,11,0,11,0,0,47032066,108980,5438449,41484637,34798,9099,47176960,0,1,0,1500000,True,1.119047619047619,1.0416666666666667,0.03193162727820634,1.3055555555555556,1.0869565217391304,0.0055039790609653525
natural,2,3230195466340508160,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,100,0.01,99,,0,3,0x87bdb8,0x43ded8,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x87bdb8,1,0x87bdb8,24130708711267124850430960672097090276760357996,17635872969859011484287079358389085791707716220,6494835741408113366143881313708004485052641776,46,24,24,1,22,0.4782608695652174,22,20,22,0,0,0,0,0,118736,118736,0,0,17470,11292,182402,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x87bdb8,1,0x87bdb8,24130708711267124850430960672097090276760357996,17635872969859011484287079358389085791707716220,6494835741408113366143881313708004485052641776,44,23,23,1,21,0.4772727272727273,20,18,20,18,0,0,0,0,8315813,144778,8171035,0,19822,8868,8419841,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x87bdb8,1,0x87bdb8,24130708711267124850430960672097090276760357996,16196185330549898784547857598170888799631488596,7934523380717226065883103073926201477128869400,34,20,20,1,14,0.4117647058823529,10,8,10,8,0,8,0,0,37508844,89248,4062128,33357468,23305,11324,37625305,0,1,0,1500000,True,1.0454545454545454,1.0434782608695652,0.021663354450517532,1.3529411764705883,1.2,0.004847854389486012
natural,3,14847350570806381950,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,100,0.01,99,,0,23,0x2ad137,0x2ad137,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x2ad137,1,0x2ad137,15953266722224588901891904216831363366536372600,9779893192376360914013744007833947575401551722,6173373529848227987878160208997415791134820878,47,24,24,1,23,0.48936170212765956,23,24,23,0,0,0,0,0,126371,126371,0,0,16682,9940,187394,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x2ad137,1,0x2ad137,15953266722224588901891904216831363366536372600,9779893192376360914013744007833947575401551722,6173373529848227987878160208997415791134820878,42,24,24,1,18,0.42857142857142855,18,19,18,17,2,0,0,0,7965047,128647,7836400,0,22118,8790,8071760,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x2ad137,1,0x2ad137,15953266722224588901891904216831363366536372600,8178276338413120194429012439385754689649623298,7774990383811468707462891777445608676886749302,36,22,22,1,14,0.3888888888888889,12,13,12,11,2,13,0,0,55498579,99324,5115486,50283769,28845,9544,55630112,0,1,0,1500000,True,1.119047619047619,1.0,0.02321600245795217,1.3055555555555556,1.0909090909090908,0.0033685713233868736
natural,0,16535309000315963634,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,20,0.05,19,,0,6,0x2eba4c,0x175d0c,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x2eba4c,1,0x2eba4c,314370993226991265964172817960,312823759113697464085105311522,1547234113293801879067506438,1129,529,529,3,600,0.5314437555358724,25,22,25,0,0,0,0,0,120466,120466,0,0,299687,27817,735143,1,2,1,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x2eba4c,1,0x2eba4c,314370993226991265964172817960,312823759113697464085105311522,1547234113293801879067506438,1129,529,529,3,600,0.5314437555358724,25,22,25,19,2,0,0,0,8485223,207233,8277990,0,289396,39091,9135004,1,2,1,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x2eba4c,1,0x2eba4c,314370993226991265964172817960,300053597633125870405295013378,14317395593865395558877804582,40,24,24,1,16,0.4,16,13,16,13,0,13,0,0,52656617,107822,5584769,46964026,26246,7592,52777154,0,1,0,1500000,True,1.0,1.0,0.08047538895440003,28.225,22.041666666666668,0.013929189891520108
natural,1,9862631246658804460,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,20,0.05,19,,0,7,0xc64d7d,0x6326fd,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0xc64d7d,1,0xc64d7d,340794771917571212685418529844,325679530036178181787232927064,15115241881393030898185602780,48,25,25,1,23,0.4791666666666667,24,25,24,0,0,0,0,0,109261,109261,0,0,16389,10245,169161,1,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0xc64d7d,1,0xc64d7d,340794771917571212685418529844,325679530036178181787232927064,15115241881393030898185602780,48,25,25,1,23,0.4791666666666667,24,25,24,21,3,0,0,0,8683437,139846,8543591,0,20206,8502,8795793,1,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0xc64d7d,1,0xc64d7d,340794771917571212685418529844,301473785145017791832503580214,39320986772553420852914949630,40,23,23,1,17,0.425,16,17,16,15,2,17,0,0,64910717,100536,6079156,58731025,20182,7970,65020231,0,1,0,1500000,True,1.0,1.0,0.019232035133159683,1.2,1.0869565217391304,0.002601667164178485
natural,2,16204150085777407969,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,20,0.05,19,,1,3,0x2e1a25,0x170d14,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x2e1114,1,0x2e1114,42409624107974447759033722128,29996798819121674638297769598,12412825288852773120735952530,1151,539,539,4,612,0.5317115551694179,47,25,47,0,0,0,0,0,205113,205113,0,0,277791,31219,773668,1,2,1,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x2e1114,1,0x2e1114,42409624107974447759033722128,29996798819121674638297769598,12412825288852773120735952530,1148,539,539,4,609,0.5304878048780488,44,22,44,19,3,0,0,0,7520731,227570,7293161,0,280010,30296,8136005,1,2,1,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x2e1114,1,0x2e1114,42409624107974447759033722128,29474731991167889847466398738,12934892116806557911567323390,1140,535,535,4,605,0.5307017543859649,36,14,36,11,3,13,0,1,49228762,190068,4393454,44645240,287208,33794,49869211,1,2,1,1500000,True,1.0026132404181185,1.0,0.09509187863085138,1.0096491228070175,1.0074766355140188,0.015513941056737392
natural,3,14557549405561273087,4524437544567840147,crc_defined_linear,even_odd,24,16,0.6666666666666666,R2_3,1,20,0.05,19,,2,20,0x1f83e8,0xf81f8,1500000,NOT_RUN,0,,0,False,,independent,even_odd,CERTIFIED,0x1f83e8,1,0x1f83e8,22553984074527574916013360600,17141027896640956936170154056,5412956177886617979843206544,1152,508,508,3,644,0.5590277777777778,48,25,48,0,0,0,0,0,206331,206331,0,0,259373,22405,747376,2,2,1,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x1f83e8,1,0x1f83e8,22553984074527574916013360600,17141027896640956936170154056,5412956177886617979843206544,1152,508,508,3,644,0.5590277777777778,48,25,48,21,3,0,0,0,8073082,239041,7834041,0,274117,21225,8675362,2,2,1,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x1f83e8,1,0x1f83e8,22553984074527574916013360600,21093910368650263487239864098,1460073705877311428773496502,1151,508,508,3,643,0.5586446568201564,47,24,47,21,3,24,0,0,91586643,257114,8121885,83207644,268020,22943,92226687,1,2,1,1500000,True,1.0,1.0,0.08614925809435964,1.000868809730669,1.0,0.00810368478269202
natural,0,571633207749956564,4524437544567840147,crc_defined_linear,forward,24,16,0.6666666666666666,R2_3,1,100,0.01,99,,0,20,0x73df6f,0x33df6f,1500000,NOT_RUN,0,,0,False,,independent,forward,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,17635872969859011484287079358389085791707716220,6416292220790401948147122317036425666294405968,46,24,24,1,22,0.4782608695652174,22,2,22,0,0,0,0,0,103930,103930,0,0,13518,18206,161992,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,17635872969859011484287079358389085791707716220,6416292220790401948147122317036425666294405968,46,24,24,1,22,0.4782608695652174,22,2,22,0,1,0,0,0,103755,103755,0,0,12453,7961,147207,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x73df6f,1,0x73df6f,24052165190649413432434201675425511458002122188,16034264049592897746634625620564626429322513710,8017901141056515685799576054860885028679608478,45,24,24,1,21,0.4666666666666667,21,1,21,0,1,1,0,0,3781652,98469,0,3683183,12658,7967,3825326,0,1,0,1500000,True,1.0,1.0,1.1004367998804405,1.0222222222222221,1.0,0.04234724047048539
