trial_kind,trial_index,trial_seed,code_seed,family,alignment_schedule,n,k,rate,rate_label,p_num,p_den,p_s,odds_denominator,forced_error_weight,observed_error_weight,deletion_position,transmitted_word_hex,observation_hex,max_histories,exhaustive_status,exhaustive_time_ns,exhaustive_score,exhaustive_tie_count,disagreement,disagreement_reason,ind_bound_mode,ind_alignment_schedule,ind_status,ind_decoded_word_hex,ind_tie_count,ind_tie_words_hex,ind_incumbent_score,ind_final_bound,ind_stopping_margin,ind_q_hist,ind_q_disc,ind_q_code,ind_q_score,ind_duplicate_count,ind_duplicate_fraction,ind_frontier_updates,ind_bound_calls,ind_independent_bound_calls,ind_chain_dp_calls,ind_chain_skipped_proven_equal,ind_uac_dp_calls,ind_chain_cache_hits,ind_uac_cache_hits,ind_bound_time_ns,ind_independent_bound_time_ns,ind_chain_dp_time_ns,ind_uac_dp_time_ns,ind_membership_time_ns,ind_scoring_time_ns,ind_total_time_ns,ind_stop_min_shell,ind_stop_max_shell,ind_max_shell_entered,ind_max_histories,ind_complete,cr_bound_mode,cr_alignment_schedule,cr_status,cr_decoded_word_hex,cr_tie_count,cr_tie_words_hex,cr_incumbent_score,cr_final_bound,cr_stopping_margin,cr_q_hist,cr_q_disc,cr_q_code,cr_q_score,cr_duplicate_count,cr_duplicate_fraction,cr_frontier_updates,cr_bound_calls,cr_independent_bound_calls,cr_chain_dp_calls,cr_chain_skipped_proven_equal,cr_uac_dp_calls,cr_chain_cache_hits,cr_uac_cache_hits,cr_bound_time_ns,cr_independent_bound_time_ns,cr_chain_dp_time_ns,cr_uac_dp_time_ns,cr_membership_time_ns,cr_scoring_time_ns,cr_total_time_ns,cr_stop_min_shell,cr_stop_max_shell,cr_max_shell_entered,cr_max_histories,cr_complete,ac_bound_mode,ac_alignment_schedule,ac_status,ac_decoded_word_hex,ac_tie_count,ac_tie_words_hex,ac_incumbent_score,ac_final_bound,ac_stopping_margin,ac_q_hist,ac_q_disc,ac_q_code,ac_q_score,ac_duplicate_count,ac_duplicate_fraction,ac_frontier_updates,ac_bound_calls,ac_independent_bound_calls,ac_chain_dp_calls,ac_chain_skipped_proven_equal,ac_uac_dp_calls,ac_chain_cache_hits,ac_uac_cache_hits,ac_bound_time_ns,ac_independent_bound_time_ns,ac_chain_dp_time_ns,ac_uac_dp_time_ns,ac_membership_time_ns,ac_scoring_time_ns,ac_total_time_ns,ac_stop_min_shell,ac_stop_max_shell,ac_max_shell_entered,ac_max_histories,ac_complete,q_hist_improvement_ind_over_cr,q_code_improvement_ind_over_cr,walltime_improvement_ind_over_cr,q_hist_improvement_ind_over_ac,q_code_improvement_ind_over_ac,walltime_improvement_ind_over_ac
natural,2,6848326092628658641,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,100,0.01,99,,0,5,0xc738,0x6398,1500000,PASS,8503183,3483848013038093868592125462498,1,False,,independent,forward,CERTIFIED,0xc398,1,0xc398,3483848013038093868592125462498,2693112019583832754718441666310,790735993454261113873683796188,29,16,16,2,13,0.4482758620689655,13,14,13,0,0,0,0,0,40636,40636,0,0,8473,11398,82071,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0xc398,1,0xc398,3483848013038093868592125462498,2693112019583832754718441666310,790735993454261113873683796188,29,16,16,2,13,0.4482758620689655,13,14,13,0,13,0,0,0,40308,40308,0,0,7111,9681,81392,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0xc398,1,0xc398,3483848013038093868592125462498,2606502485561657754252959811000,877345527476436114339165651498,27,14,14,2,13,0.48148148148148145,11,12,11,0,12,12,0,0,13170551,59842,0,13110709,13763,16327,13264773,0,1,0,1500000,True,1.0,1.0,1.0083423432278356,1.0740740740740742,1.1428571428571428,0.006187139425604947
natural,3,10059961040549860224,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,100,0.01,99,,0,1,0x317,0x18b,1500000,PASS,8145508,2588952951757864733127837557004,1,False,,independent,forward,CERTIFIED,0x317,1,0x317,2588952951757864733127837557004,1841741123070234012904224623412,747211828687630720223612933592,30,15,15,1,15,0.5,14,14,14,0,0,0,0,0,47657,47657,0,0,7674,6091,83069,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x317,1,0x317,2588952951757864733127837557004,1841741123070234012904224623412,747211828687630720223612933592,30,15,15,1,15,0.5,14,14,14,0,13,0,0,0,45145,45145,0,0,7025,5282,81848,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x317,1,0x317,2588952951757864733127837557004,912361275812289949940800004004,1676591675945574783187037553000,26,11,11,1,15,0.5769230769230769,10,10,10,0,10,10,0,0,10725200,48551,0,10676649,8931,5364,10783532,0,1,0,1500000,True,1.0,1.0,1.0149178965887988,1.1538461538461537,1.3636363636363635,0.007703320210854848
natural,2,17599980546233328827,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,20,0.05,19,,0,2,0xdd51,0x6ea9,1500000,PASS,8536737,47185783755522992782,1,False,,independent,forward,CERTIFIED,0xdd51,1,0xdd51,47185783755522992782,41548347660709974292,5637436094813018490,30,17,17,2,13,0.43333333333333335,14,15,14,0,0,0,0,0,46271,46271,0,0,11163,13783,100956,0,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0xdd51,1,0xdd51,47185783755522992782,41548347660709974292,5637436094813018490,30,17,17,2,13,0.43333333333333335,14,15,14,0,14,0,0,0,44347,44347,0,0,8642,11112,93734,0,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0xdd51,1,0xdd51,47185783755522992782,46470883002699972796,714900752823019986,26,16,16,2,10,0.38461538461538464,10,11,10,0,11,11,0,0,10469555,44546,0,10425009,11708,11214,10543990,0,1,0,1500000,True,1.0,1.0,1.0770478161606247,1.1538461538461537,1.0625,0.00957474352688119
natural,3,12950514695121228515,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,20,0.05,19,,0,9,0x85d0,0x43d0,1500000,PASS,7815960,18592311281191345276,1,False,,independent,forward,CERTIFIED,0x85d0,1,0x85d0,18592311281191345276,12784106972526145936,5808204308665199340,32,17,17,2,15,0.46875,16,17,16,0,0,0,0,0,47651,47651,0,0,8362,10334,91219,1,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x85d0,1,0x85d0,18592311281191345276,12784106972526145936,5808204308665199340,32,17,17,2,15,0.46875,16,17,16,0,16,0,0,0,47989,47989,0,0,7675,9466,93511,1,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x85d0,1,0x85d0,18592311281191345276,16157322821258922436,2434988459932422840,31,17,17,2,14,0.45161290322580644,15,16,15,0,16,16,0,0,16127540,66165,0,16061375,15718,11977,16219836,0,1,0,1500000,True,1.0,1.0,0.9754895146025602,1.032258064516129,1.0,0.005623916296071058
natural,0,1668764813382910015,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,20,0.05,19,,1,2,0x2246,0x112a,1500000,PASS,8376580,16827962422666220764,1,False,,independent,forward,CERTIFIED,0x512a,1,0x512a,16827962422666220764,12784106972526145936,4043855450140074828,32,17,17,1,15,0.46875,16,2,16,0,0,0,0,0,51506,51506,0,0,8849,6208,90683,1,1,0,1500000,True,chain_relaxed,forward,CERTIFIED,0x512a,1,0x512a,16827962422666220764,12784106972526145936,4043855450140074828,32,17,17,1,15,0.46875,16,2,16,0,1,0,0,0,50519,50519,0,0,7806,5445,82803,1,1,0,1500000,True,alignment_consistent,forward,CERTIFIED,0x512a,1,0x512a,16827962422666220764,12784106972526145936,4043855450140074828,32,17,17,1,15,0.46875,16,2,16,0,1,1,0,0,1000581,50750,0,949831,8007,5432,1033371,1,1,0,1500000,True,1.0,1.0,1.095165634095383,1.0,1.0,0.0877545431408468
natural,1,16565716841175452632,3653728495638284649,crc_defined_linear,forward,16,11,0.6875,R2_3,1,20,0.05,19,,1,11,0x14e1,0x4ce1,1500000,PASS,8072227,3377751547012758124,1,False,,independent,forward,CERTIFIED,0x9861,1,0x9861,3377751547012758124,2943708842357994130,434042704654763994,509,229,229,4,280,0.550098231827112,29,15,29,0,0,0,0,0,81454,81454,0,0,88670,19481,299441,1,2,1,1500000,True,chain_relaxed,forward,CERTIFIED,0x9861,1,0x9861,3377751547012758124,2943708842357994130,434042704654763994,509,229,229,4,280,0.550098231827112,29,15,29,0,14,0,0,0,110323,110323,0,0,118711,23737,404269,1,2,1,1500000,True,alignment_consistent,forward,CERTIFIED,0x9861,1,0x9861,3377751547012758124,3284933657623606564,92817889389151560,507,229,229,4,278,0.5483234714003945,27,13,27,0,13,12,0,1,13099976,114909,0,12985067,130647,30828,13470550,1,2,1,1500000,True,1.0,1.0,0.7406974069245973,1.0039447731755424,1.0,0.022229307637772772
natural,0,10953188779240367430,16550687512661138991,random_systematic_linear,even_odd,16,11,0.6875,R2_3,1,100,0.01,99,,0,13,0x653d,0x253d,1500000,PASS,8177349,1746267731290740359187523491498,1,False,,independent,even_odd,CERTIFIED,0x653d,1,0x653d,1746267731290740359187523491498,990370226556635271090007580514,755897504734105088097515910984,31,16,16,1,15,0.4838709677419355,15,8,15,0,0,0,0,0,49007,49007,0,0,7783,5335,85073,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x653d,1,0x653d,1746267731290740359187523491498,990370226556635271090007580514,755897504734105088097515910984,28,16,16,1,12,0.42857142857142855,12,5,12,5,0,0,0,0,1025096,43938,981158,0,7319,5090,1065118,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x653d,1,0x653d,1746267731290740359187523491498,895073225274347885104309819200,851194506016392474083213672298,24,15,15,1,9,0.375,8,1,8,1,0,1,0,0,1203153,28994,187966,986193,8921,5709,1237772,0,1,0,1500000,True,1.1071428571428572,1.0,0.07987190151701501,1.2916666666666667,1.0666666666666667,0.06873075170548372
natural,2,1481766409524052811,16550687512661138991,random_systematic_linear,even_odd,16,11,0.6875,R2_3,1,100,0.01,99,,0,14,0x8a00,0x4a00,1500000,PASS,8346275,2597638699246859637053881611690,1,False,,independent,even_odd,CERTIFIED,0x8a00,1,0x8a00,2597638699246859637053881611690,1841741123070234012904224623412,755897576176625624149656988278,30,16,16,1,14,0.4666666666666667,14,15,14,0,0,0,0,0,44890,44890,0,0,8324,6249,80249,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x8a00,1,0x8a00,2597638699246859637053881611690,1841741123070234012904224623412,755897576176625624149656988278,27,15,15,1,12,0.4444444444444444,11,12,11,10,2,0,0,0,1830600,45122,1785478,0,10876,5220,1886396,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x8a00,1,0x8a00,2597638699246859637053881611690,1737580273792454638970536092408,860058425454404998083345519282,23,11,11,1,12,0.5217391304347826,7,8,7,6,2,8,0,0,9401033,33297,1123115,8244621,11009,5865,9463490,0,1,0,1500000,True,1.1111111111111112,1.0666666666666667,0.042540908695735145,1.3043478260869565,1.4545454545454546,0.008479852570246284
natural,3,15393583402315291345,16550687512661138991,random_systematic_linear,even_odd,16,11,0.6875,R2_3,1,100,0.01,99,,0,1,0x878e,0x43c6,1500000,PASS,8175129,2615279459336693701300237460400,1,False,,independent,even_odd,CERTIFIED,0x878e,1,0x878e,2615279459336693701300237460400,1841741123070234012904224623412,773538336266459688396012836988,30,16,16,1,14,0.4666666666666667,14,13,14,0,0,0,0,0,44825,44825,0,0,7906,5993,82319,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x878e,1,0x878e,2615279459336693701300237460400,1841741123070234012904224623412,773538336266459688396012836988,28,15,15,1,13,0.4642857142857143,12,11,12,11,0,0,0,0,2137686,49197,2088489,0,9421,5200,2192472,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x878e,1,0x878e,2615279459336693701300237460400,1755220227354354210365047750200,860059231982339490935189710200,22,12,12,1,10,0.45454545454545453,6,5,6,5,0,5,0,0,5929267,25284,925883,4978100,7020,5361,5971767,0,1,0,1500000,True,1.0714285714285714,1.0666666666666667,0.03754620355470902,1.3636363636363635,1.3333333333333333,0.013784697226130892
natural,1,2784957352629475119,16550687512661138991,random_systematic_linear,even_odd,16,11,0.6875,R2_3,1,100,0.01,99,,1,1,0x53e5,0x29f1,1500000,PASS,8447019,886649023452644181966910142898,1,False,,independent,even_odd,CERTIFIED,0x53e5,1,0x53e5,886649023452644181966910142898,138999330043036529275790537616,747649693409607652691119605282,32,17,17,1,15,0.46875,16,15,16,0,0,0,0,0,50656,50656,0,0,8233,5800,88300,1,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0x53e5,1,0x53e5,886649023452644181966910142898,138999330043036529275790537616,747649693409607652691119605282,32,17,17,1,15,0.46875,16,15,16,13,1,0,0,0,2375640,62975,2312665,0,11706,5916,2454526,1,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0x53e5,1,0x53e5,886649023452644181966910142898,868834460395004240275467922098,17814563057639941691442220800,28,16,16,1,12,0.42857142857142855,12,11,12,11,0,11,0,0,13246101,53034,1993961,11199106,10849,5503,13323462,0,1,0,1500000,True,1.0,1.0,0.03597435920418036,1.1428571428571428,1.0625,0.006627406600476663
natural,3,15610754292776958639,16550687512661138991,random_systematic_linear,even_odd,16,11,0.6875,R2_3,1,20,0.05,19,,0,15,0xcc2,0xcc2,1500000,PASS,8553991,62411526502617156334,1,False,,independent,even_odd,CERTIFIED,0xcc2,1,0xcc2,62411526502617156334,55930468004801888470,6481058497815267864,29,15,15,1,14,0.4827586206896552,13,14,13,0,0,0,0,0,61250,61250,0,0,7717,5283,96377,0,1,0,1500000,True,chain_relaxed,even_odd,CERTIFIED,0xcc2,1,0xcc2,62411526502617156334,55930468004801888470,6481058497815267864,27,14,14,1,13,0.48148148148148145,11,12,11,10,2,0,0,0,1805468,40480,1764988,0,9267,5029,1855756,0,1,0,1500000,True,alignment_consistent,even_odd,CERTIFIED,0xcc2,1,0xcc2,62411526502617156334,18510204041866874284,43901322460750282050,23,11,11,1,12,0.5217391304347826,7,8,7,6,2,8,0,0,9092400,31754,1078328,7982318,10442,5177,9148003,0,1,0,1500000,True,1.0740740740740742,1.0714285714285714,0.05193409047310099,1.2608695652173914,1.3636363636363635,0.010535304809147964
