n,p_num,p_den,p_s,alignment_schedule,observation_index,observation_hex,shell,advanced_fraction,advanced_count,frontier,independent_bound,chain_relaxed_bound,uac_bound,bound_ratio_ind_over_chain,bound_ratio_ind_over_ac,bound_ratio_chain_over_ac,chain_elapsed_ns,uac_elapsed_ns
16,1,100,0.01,forward,0,0x0,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,186041,979755
16,1,100,0.01,even_odd,0,0x0,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,175346,941951
16,1,100,0.01,forward,0,0x0,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,18603445687578121342466915388,1.0,5.622641509433962,5.622641509433962,173330,942342
16,1,100,0.01,even_odd,0,0x0,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,18603445687578121342466915388,1.0,5.622641509433962,5.622641509433962,178860,928065
16,1,100,0.01,forward,0,0x0,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,70201681839917439028177039200,70201681839917439028177039200,18603445687578121342466915388,1.0,3.7735849056603774,3.7735849056603774,172957,970109
16,1,100,0.01,even_odd,0,0x0,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,70201681839917439028177039200,70201681839917439028177039200,18603445687578121342466915388,1.0,3.7735849056603774,3.7735849056603774,164506,964940
16,1,100,0.01,forward,0,0x0,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,35802857738357893904370289992,35802857738357893904370289992,18603445687578121342466915388,1.0,1.9245283018867925,1.9245283018867925,166968,958572
16,1,100,0.01,even_odd,0,0x0,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,35802857738357893904370289992,35802857738357893904370289992,18603445687578121342466915388,1.0,1.9245283018867925,1.9245283018867925,161790,1010253
16,1,100,0.01,forward,0,0x0,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,163598,916369
16,1,100,0.01,even_odd,0,0x0,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,157960,934561
16,1,100,0.01,forward,0,0x0,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,160018,932183
16,1,100,0.01,even_odd,0,0x0,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,159516,1019659
16,1,100,0.01,forward,0,0x0,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,274779310232000077004228310,1.0,3.8451612903225807,3.8451612903225807,159091,968091
16,1,100,0.01,even_odd,0,0x0,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,274779310232000077004228310,1.0,3.8451612903225807,3.8451612903225807,151112,910777
16,1,100,0.01,forward,0,0x0,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,709107897372903424527040800,709107897372903424527040800,274779310232000077004228310,1.0,2.5806451612903225,2.5806451612903225,149228,951520
16,1,100,0.01,even_odd,0,0x0,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,709107897372903424527040800,709107897372903424527040800,274779310232000077004228310,1.0,2.5806451612903225,2.5806451612903225,168177,905406
16,1,100,0.01,forward,0,0x0,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,361645027660180746508790808,361645027660180746508790808,274779310232000077004228310,1.0,1.3161290322580645,1.3161290322580645,149094,897580
16,1,100,0.01,even_odd,0,0x0,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,361645027660180746508790808,361645027660180746508790808,274779310232000077004228310,1.0,1.3161290322580645,1.3161290322580645,149577,897839
16,1,100,0.01,forward,0,0x0,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,148972,927020
16,1,100,0.01,even_odd,0,0x0,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,147133,908931
16,1,100,0.01,forward,0,0x0,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,146633,879836
16,1,100,0.01,even_odd,0,0x0,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,157983,897497
16,1,100,0.01,forward,0,0x0,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,3652980077375563096048392,1.0,2.9215686274509802,2.9215686274509802,143879,938388
16,1,100,0.01,even_odd,0,0x0,3,0.25,4,4 3 4 3 4 3 4 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,3652980077375563096048392,1.0,2.9215686274509802,2.9215686274509802,142627,875453
16,1,100,0.01,forward,0,0x0,3,0.5,8,4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3,7162706034069731560879200,7162706034069731560879200,3652980077375563096048392,1.0,1.9607843137254901,1.9607843137254901,142564,880844
16,1,100,0.01,even_odd,0,0x0,3,0.5,8,4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3,7162706034069731560879200,7162706034069731560879200,3652980077375563096048392,1.0,1.9607843137254901,1.9607843137254901,142738,882734
16,1,100,0.01,forward,0,0x0,3,0.75,12,4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3,3652980077375563096048392,3652980077375563096048392,3652980077375563096048392,1.0,1.0,1.0,145565,931949
16,1,100,0.01,even_odd,0,0x0,3,0.75,12,4 4 4 4 4 4 4 4 4 3 4 3 4 3 4 3,3652980077375563096048392,3652980077375563096048392,3652980077375563096048392,1.0,1.0,1.0,133311,844547
16,1,100,0.01,forward,0,0x0,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,45761732995445507194506,1.0,3.130434782608696,3.130434782608696,146569,834204
16,1,100,0.01,even_odd,0,0x0,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,45761732995445507194506,1.0,3.130434782608696,3.130434782608696,137990,865281
16,1,100,0.01,forward,1,0x7fff,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,13760933674260616398303263223984,1.0,1.0,1.0,184317,968095
16,1,100,0.01,even_odd,1,0x7fff,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,13760933674260616398303263223984,1.0,1.0,1.0,170245,952420
16,1,100,0.01,forward,1,0x7fff,0,0.25,4,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,10355450088206221431046395052392,990370226556635271090007580514,1.0,10.456140350877194,10.456140350877194,164951,976551
16,1,100,0.01,even_odd,1,0x7fff,0,0.25,4,1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,10355450088206221431046395052392,990370226556635271090007580514,1.0,10.456140350877194,10.456140350877194,177005,1009219
16,1,100,0.01,forward,1,0x7fff,0,0.5,8,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,6949966502151826463789526880800,6949966502151826463789526880800,990370226556635271090007580514,1.0,7.017543859649122,7.017543859649122,166856,980674
16,1,100,0.01,even_odd,1,0x7fff,0,0.5,8,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0,6949966502151826463789526880800,6949966502151826463789526880800,990370226556635271090007580514,1.0,7.017543859649122,7.017543859649122,169043,965189
16,1,100,0.01,forward,1,0x7fff,0,0.75,12,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,3544482916097431496532658709208,3544482916097431496532658709208,990370226556635271090007580514,1.0,3.5789473684210527,3.5789473684210527,162224,985402
16,1,100,0.01,even_odd,1,0x7fff,0,0.75,12,1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,3544482916097431496532658709208,3544482916097431496532658709208,990370226556635271090007580514,1.0,3.5789473684210527,3.5789473684210527,162246,948176
16,1,100,0.01,forward,1,0x7fff,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,171428,947269
16,1,100,0.01,even_odd,1,0x7fff,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,159857,993515
16,1,100,0.01,forward,1,0x7fff,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,164492,960348
16,1,100,0.01,even_odd,1,0x7fff,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,18603445687578121342466915388,1.0,7.471698113207547,7.471698113207547,173228,950822
16,1,100,0.01,forward,1,0x7fff,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,18603445687578121342466915388,1.0,5.622641509433962,5.622641509433962,158014,966041
16,1,100,0.01,even_odd,1,0x7fff,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,18603445687578121342466915388,1.0,5.622641509433962,5.622641509433962,159000,923185
16,1,100,0.01,forward,1,0x7fff,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,70201681839917439028177039200,70201681839917439028177039200,18603445687578121342466915388,1.0,3.7735849056603774,3.7735849056603774,162253,956818
16,1,100,0.01,even_odd,1,0x7fff,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,70201681839917439028177039200,70201681839917439028177039200,18603445687578121342466915388,1.0,3.7735849056603774,3.7735849056603774,154954,947550
16,1,100,0.01,forward,1,0x7fff,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,35802857738357893904370289992,35802857738357893904370289992,18603445687578121342466915388,1.0,1.9245283018867925,1.9245283018867925,152748,963735
16,1,100,0.01,even_odd,1,0x7fff,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,35802857738357893904370289992,35802857738357893904370289992,18603445687578121342466915388,1.0,1.9245283018867925,1.9245283018867925,154749,942081
16,1,100,0.01,forward,1,0x7fff,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,149118,920500
16,1,100,0.01,even_odd,1,0x7fff,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,148856,931402
16,1,100,0.01,forward,1,0x7fff,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,154653,941019
16,1,100,0.01,even_odd,1,0x7fff,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,274779310232000077004228310,1.0,5.109677419354838,5.109677419354838,152152,932181
16,1,100,0.01,forward,1,0x7fff,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,274779310232000077004228310,1.0,3.8451612903225807,3.8451612903225807,144913,920767
16,1,100,0.01,even_odd,1,0x7fff,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,274779310232000077004228310,1.0,3.8451612903225807,3.8451612903225807,172528,922228
16,1,100,0.01,forward,1,0x7fff,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,709107897372903424527040800,709107897372903424527040800,274779310232000077004228310,1.0,2.5806451612903225,2.5806451612903225,142478,927483
16,1,100,0.01,even_odd,1,0x7fff,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,709107897372903424527040800,709107897372903424527040800,274779310232000077004228310,1.0,2.5806451612903225,2.5806451612903225,146781,924542
16,1,100,0.01,forward,1,0x7fff,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,361645027660180746508790808,361645027660180746508790808,274779310232000077004228310,1.0,1.3161290322580645,1.3161290322580645,143013,904437
16,1,100,0.01,even_odd,1,0x7fff,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,361645027660180746508790808,361645027660180746508790808,274779310232000077004228310,1.0,1.3161290322580645,1.3161290322580645,145772,881965
16,1,100,0.01,forward,1,0x7fff,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,142880,900702
16,1,100,0.01,even_odd,1,0x7fff,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,140021,886426
16,1,100,0.01,forward,1,0x7fff,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,138448,896831
16,1,100,0.01,even_odd,1,0x7fff,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,3652980077375563096048392,1.0,3.8823529411764706,3.8823529411764706,142624,893738
16,1,100,0.01,forward,1,0x7fff,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,3652980077375563096048392,1.0,2.9215686274509802,2.9215686274509802,137557,883196
16,1,100,0.01,even_odd,1,0x7fff,3,0.25,4,4 3 4 3 4 3 4 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,3652980077375563096048392,1.0,2.9215686274509802,2.9215686274509802,135601,901435
16,1,100,0.01,forward,1,0x7fff,3,0.5,8,4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3,7162706034069731560879200,7162706034069731560879200,3652980077375563096048392,1.0,1.9607843137254901,1.9607843137254901,131975,861379
16,1,100,0.01,even_odd,1,0x7fff,3,0.5,8,4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3,7162706034069731560879200,7162706034069731560879200,3652980077375563096048392,1.0,1.9607843137254901,1.9607843137254901,130953,877936
16,1,100,0.01,forward,1,0x7fff,3,0.75,12,4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3,3652980077375563096048392,3652980077375563096048392,3652980077375563096048392,1.0,1.0,1.0,121850,832580
16,1,100,0.01,even_odd,1,0x7fff,3,0.75,12,4 4 4 4 4 4 4 4 4 3 4 3 4 3 4 3,3652980077375563096048392,3652980077375563096048392,3652980077375563096048392,1.0,1.0,1.0,130508,864719
16,1,100,0.01,forward,1,0x7fff,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,45761732995445507194506,1.0,3.130434782608696,3.130434782608696,129460,847785
16,1,100,0.01,even_odd,1,0x7fff,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,45761732995445507194506,1.0,3.130434782608696,3.130434782608696,126673,829656
16,1,100,0.01,forward,2,0x7408,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,6038137066308213976000134339294,1.0,2.2790031963739783,2.2790031963739783,191203,1039057
16,1,100,0.01,even_odd,2,0x7408,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,6038137066308213976000134339294,1.0,2.2790031963739783,2.2790031963739783,201688,1082321
16,1,100,0.01,forward,2,0x7408,0,0.25,4,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,10355450088206221431046395052392,6038137066308213976000134339294,1.0,1.7150074558571857,1.7150074558571857,185741,942952
16,1,100,0.01,even_odd,2,0x7408,0,0.25,4,1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,9504079191692622689232178009494,3449013956329071241319827686804,1.089579524680073,3.0024378617556993,2.755593138222093,179383,974145
16,1,100,0.01,forward,2,0x7408,0,0.5,8,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,6949966502151826463789526880800,6949966502151826463789526880800,3449013956329071241319827686804,1.0,2.015058967621275,2.015058967621275,173614,1023751
16,1,100,0.01,even_odd,2,0x7408,0,0.5,8,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0,6949966502151826463789526880800,3544482916097431496532658709208,912362180011661509248561834204,1.9607843137254901,7.6175521677838445,3.8849516055697606,193411,1005893
16,1,100,0.01,forward,2,0x7408,0,0.75,12,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,3544482916097431496532658709208,3544482916097431496532658709208,3449013956329071241319827686804,1.0,1.02768007348685,1.02768007348685,177623,1000313
16,1,100,0.01,even_odd,2,0x7408,0,0.75,12,1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,3544482916097431496532658709208,1841741123070234012904224623412,912362180011661509248561834204,1.9245283018867925,3.8849516055697606,2.0186513244627187,182343,992034
16,1,100,0.01,forward,2,0x7408,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650704751906854566665228008,1.0,1.4531971343396244,1.4531971343396244,174983,990512
16,1,100,0.01,even_odd,2,0x7408,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650704751906854566665228008,1.0,1.4531971343396244,1.4531971343396244,172283,1013393
16,1,100,0.01,forward,2,0x7408,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650704751906854566665228008,1.0,1.4531971343396244,1.4531971343396244,181134,1005697
16,1,100,0.01,even_odd,2,0x7408,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650704751906854566665228008,1.0,1.4531971343396244,1.4531971343396244,184257,1014703
16,1,100,0.01,forward,2,0x7408,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,78540790713022783300615039008,1.0,1.3317984832069338,1.3317984832069338,176339,1029526
16,1,100,0.01,even_odd,2,0x7408,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,96000799916087097871032101106,52652174624957423161906791498,1.089579524680073,1.986632208195552,1.8233017078573273,174540,1005210
16,1,100,0.01,forward,2,0x7408,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,70201681839917439028177039200,70201681839917439028177039200,52652174624957423161906791498,1.0,1.3333102068426526,1.3333102068426526,169470,1007526
16,1,100,0.01,even_odd,2,0x7408,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,70201681839917439028177039200,35802857738357893904370289992,17815485621467275263260392698,1.9607843137254901,3.9404865705892367,2.0096481510005106,171502,982971
16,1,100,0.01,forward,2,0x7408,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,35802857738357893904370289992,35802857738357893904370289992,35452762574177650600003416894,1.0,1.0098749755663678,1.0098749755663678,172417,933573
16,1,100,0.01,even_odd,2,0x7408,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,35802857738357893904370289992,18603445687578121342466915388,17551316341804063067088542208,1.9245283018867925,2.039895871119476,1.0599458938169826,159326,994716
16,1,100,0.01,forward,2,0x7408,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1143436484513806772049853290,1.0,1.2279069767441861,1.2279069767441861,159943,989067
16,1,100,0.01,even_odd,2,0x7408,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1143436484513806772049853290,1.0,1.2279069767441861,1.2279069767441861,166076,987352
16,1,100,0.01,forward,2,0x7408,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1143436484513806772049853290,1.0,1.2279069767441861,1.2279069767441861,163360,981453
16,1,100,0.01,even_odd,2,0x7408,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1143436484513806772049853290,1.0,1.2279069767441861,1.2279069767441861,196039,983894
16,1,100,0.01,forward,2,0x7408,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,880207037761744137187542690,1.0,1.2003661885871224,1.2003661885871224,161415,980058
16,1,100,0.01,even_odd,2,0x7408,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,969705049657445433040728294,618705865155023327705641200,1.089579524680073,1.7077109279073848,1.56731187510963,157362,952326
16,1,100,0.01,forward,2,0x7408,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,709107897372903424527040800,709107897372903424527040800,618705865155023327705641200,1.0,1.1461147167163654,1.1461147167163654,158822,951728
16,1,100,0.01,even_odd,2,0x7408,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,709107897372903424527040800,361645027660180746508790808,266820117645021833779920000,1.9607843137254901,2.6576253081347576,1.3553889071487264,142527,890184
16,1,100,0.01,forward,2,0x7408,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,361645027660180746508790808,361645027660180746508790808,361645027660180746508790808,1.0,1.0,1.0,142576,900094
16,1,100,0.01,even_odd,2,0x7408,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,361645027660180746508790808,187913592803819407499665812,179103557560672881011156094,1.9245283018867925,2.0191951102795396,1.049189616125643,143947,894707
16,1,100,0.01,forward,2,0x7408,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,12427294969110984258125412,1.0,1.1412103746397695,1.1412103746397695,149603,869816
16,1,100,0.01,even_odd,2,0x7408,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,12427294969110984258125412,1.0,1.1412103746397695,1.1412103746397695,138840,869777
16,1,100,0.01,forward,2,0x7408,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,12427294969110984258125412,1.0,1.1412103746397695,1.1412103746397695,149267,884368
16,1,100,0.01,even_odd,2,0x7408,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,12427294969110984258125412,1.0,1.1412103746397695,1.1412103746397695,139390,916499
16,1,100,0.01,forward,2,0x7408,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,9768411668585099057496012,1.0,1.0925452727474725,1.0925452727474725,138315,906335
