n,p_num,p_den,p_s,alignment_schedule,observation_index,observation_hex,shell,advanced_fraction,advanced_count,frontier,independent_bound,chain_relaxed_bound,uac_bound,bound_ratio_ind_over_chain,bound_ratio_ind_over_ac,bound_ratio_chain_over_ac,chain_elapsed_ns,uac_elapsed_ns
16,1,100,0.01,forward,12,0x5625,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,52390682225770347185312084004,1.0,1.9965478878613505,1.9965478878613505,163519,935279
16,1,100,0.01,even_odd,12,0x5625,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,78801387865307325309128726502,43790089815517972222024017102,1.3273942093541202,2.3886798675715326,1.7995256049322452,164366,892521
16,1,100,0.01,forward,12,0x5625,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,70201681839917439028177039200,70201681839917439028177039200,43790089815517972222024017102,1.0,1.6031408507191494,1.6031408507191494,173089,886840
16,1,100,0.01,even_odd,12,0x5625,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,70201681839917439028177039200,10003739662188235061515228086,9216647984668557130807933098,7.017543859649122,7.616834445309673,1.0853989084566282,165150,881492
16,1,100,0.01,forward,12,0x5625,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,35802857738357893904370289992,35802857738357893904370289992,34839384335224652728594476702,1.0,1.027654719551376,1.027654719551376,163373,874869
16,1,100,0.01,even_odd,12,0x5625,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,35802857738357893904370289992,10003739662188235061515228086,8951618998472963581240520400,3.5789473684210527,3.9995957987561157,1.1175341202406794,154889,899875
16,1,100,0.01,forward,12,0x5625,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,792446162955719752998768294,1.0,1.771771638796872,1.771771638796872,158475,876384
16,1,100,0.01,even_odd,12,0x5625,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,792446162955719752998768294,1.0,1.771771638796872,1.771771638796872,156650,868563
16,1,100,0.01,forward,12,0x5625,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,792446162955719752998768294,1.0,1.771771638796872,1.771771638796872,150854,906396
16,1,100,0.01,even_odd,12,0x5625,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,792446162955719752998768294,1.0,1.771771638796872,1.771771638796872,165180,899996
16,1,100,0.01,forward,12,0x5625,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,704693971140360147761018094,1.0,1.499332774730351,1.499332774730351,169467,871371
16,1,100,0.01,even_odd,12,0x5625,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,795973614801084094031603298,616933005896221469226585396,1.3273942093541202,1.7126183183387,1.290210780090732,145462,862250
16,1,100,0.01,forward,12,0x5625,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,709107897372903424527040800,709107897372903424527040800,616933005896221469226585396,1.0,1.1494082673414094,1.1494082673414094,145962,862349
16,1,100,0.01,even_odd,12,0x5625,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,709107897372903424527040800,101047875375638737995103314,94870224124703091252024804,7.017543859649122,7.4745042916817575,1.0651168615646505,144682,852572
16,1,100,0.01,forward,12,0x5625,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,361645027660180746508790808,361645027660180746508790808,355458422122505918596690200,1.0,1.0174045827940537,1.0174045827940537,146307,849268
16,1,100,0.01,even_odd,12,0x5625,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,361645027660180746508790808,101047875375638737995103314,93097363952384926769477502,3.5789473684210527,3.884589340737357,1.085399962853085,139253,834401
16,1,100,0.01,forward,12,0x5625,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,9777185088229931944690008,1.0,1.450535897548976,1.450535897548976,147719,885269
16,1,100,0.01,even_odd,12,0x5625,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,9777185088229931944690008,1.0,1.450535897548976,1.450535897548976,140587,817142
16,1,100,0.01,forward,12,0x5625,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,9777185088229931944690008,1.0,1.450535897548976,1.450535897548976,147671,855158
16,1,100,0.01,even_odd,12,0x5625,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,9777185088229931944690008,1.0,1.450535897548976,1.450535897548976,144460,864674
16,1,100,0.01,forward,12,0x5625,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,8013368736567707492102706,1.0,1.3318283909814344,1.3318283909814344,143347,814364
16,1,100,0.01,even_odd,12,0x5625,3,0.25,4,4 3 4 3 4 3 4 3 3 3 3 3 3 3 3 3,10672431990763900025710008,8040137523243273677086902,7109078013377799381122706,1.3273942093541202,1.5012399597642074,1.1309676878089416,139908,829565
16,1,100,0.01,forward,12,0x5625,3,0.5,8,4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3,7162706034069731560879200,7162706034069731560879200,7109078013377799381122706,1.0,1.0075435971571862,1.0075435971571862,137307,822110
16,1,100,0.01,even_odd,12,0x5625,3,0.5,8,4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3,7162706034069731560879200,1020685609854936747425286,976190934509197994436894,7.017543859649122,7.337402736351924,1.0455798899301492,138763,841030
16,1,100,0.01,forward,12,0x5625,3,0.75,12,4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3,3652980077375563096048392,3652980077375563096048392,3617348346364910627062098,1.0,1.0098502349231748,1.0098502349231748,141648,831509
16,1,100,0.01,even_odd,12,0x5625,3,0.75,12,4 4 4 4 4 4 4 4 4 3 4 3 4 3 4 3,3652980077375563096048392,1020685609854936747425286,958374607724731080774396,3.5789473684210527,3.811641134825214,1.065017375907045,134190,816296
16,1,100,0.01,forward,12,0x5625,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,116665287676135779211290,1.0,1.2279069767441861,1.2279069767441861,135298,848802
16,1,100,0.01,even_odd,12,0x5625,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,116665287676135779211290,1.0,1.2279069767441861,1.2279069767441861,132727,782026
16,1,100,0.01,forward,13,0x3404,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,6898106791415713430553186861792,1.0,1.9948855664840222,1.9948855664840222,177072,977933
16,1,100,0.01,even_odd,13,0x3404,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13760933674260616398303263223984,13760933674260616398303263223984,6898106791415713430553186861792,1.0,1.9948855664840222,1.9948855664840222,176754,967604
16,1,100,0.01,forward,13,0x3404,0,0.25,4,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,10355450088206221431046395052392,2597643946109906008134010853706,1.0,3.986477863416961,3.986477863416961,183206,977598
16,1,100,0.01,even_odd,13,0x3404,0,0.25,4,1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0,10355450088206221431046395052392,9504079191692622689232178009494,2597643946109906008134010853706,1.089579524680073,3.986477863416961,3.6587305222971103,174380,950465
16,1,100,0.01,forward,13,0x3404,0,0.5,8,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,6949966502151826463789526880800,6949966502151826463789526880800,2597643946109906008134010853706,1.0,2.6754884989375576,2.6754884989375576,188096,966031
16,1,100,0.01,even_odd,13,0x3404,0,0.5,8,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0,6949966502151826463789526880800,4395853812611030238346875752106,921048742891535241112734081906,1.5810276679841897,7.54570977463488,4.772661432456562,166961,967543
16,1,100,0.01,forward,13,0x3404,0,0.75,12,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,3544482916097431496532658709208,3544482916097431496532658709208,2597643946109906008134010853706,1.0,1.3644991344581545,1.3644991344581545,167754,942656
16,1,100,0.01,even_odd,13,0x3404,0,0.75,12,1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,3544482916097431496532658709208,1841741123070234012904224623412,921048742891535241112734081906,1.9245283018867925,3.848311985063789,1.9996130902782434,169422,966821
16,1,100,0.01,forward,13,0x3404,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650695888962519480381225910,1.0,1.4531972689921242,1.4531972689921242,167450,963721
16,1,100,0.01,even_odd,13,0x3404,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650695888962519480381225910,1.0,1.4531972689921242,1.4531972689921242,169309,970524
16,1,100,0.01,forward,13,0x3404,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650695888962519480381225910,1.0,1.4531972689921242,1.4531972689921242,172210,1014138
16,1,100,0.01,even_odd,13,0x3404,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,138999330043036529275790537616,138999330043036529275790537616,95650695888962519480381225910,1.0,1.4531972689921242,1.4531972689921242,203668,1002193
16,1,100,0.01,forward,13,0x3404,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,104600505941476984151983788408,44140211748484891092575874396,1.0,2.36973276289431,2.36973276289431,184351,971622
16,1,100,0.01,even_odd,13,0x3404,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,104600505941476984151983788408,96000799916087097871032101106,44140211748484891092575874396,1.089579524680073,2.36973276289431,2.1749057404415897,160059,942648
16,1,100,0.01,forward,13,0x3404,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,70201681839917439028177039200,70201681839917439028177039200,44140211748484891092575874396,1.0,1.5904246730834295,1.5904246730834295,161772,925085
16,1,100,0.01,even_odd,13,0x3404,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,70201681839917439028177039200,44402563763747780185321977294,17903228680859939221484354796,1.5810276679841897,3.921174392134585,2.480142803025125,155644,943212
16,1,100,0.01,forward,13,0x3404,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,35802857738357893904370289992,35802857738357893904370289992,34838533763873785353012402996,1.0,1.027679809403577,1.027679809403577,160070,956450
16,1,100,0.01,even_odd,13,0x3404,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,35802857738357893904370289992,18603445687578121342466915388,9565874670732942033278770392,1.9245283018867925,3.7427688497631824,1.9447720493867515,158015,923623
16,1,100,0.01,forward,13,0x3404,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1142559053024633229933645588,1.0,1.2288499514152273,1.2288499514152273,157841,950409
16,1,100,0.01,even_odd,13,0x3404,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1142559053024633229933645588,1.0,1.2288499514152273,1.2288499514152273,155766,919833
16,1,100,0.01,forward,13,0x3404,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1142559053024633229933645588,1.0,1.2288499514152273,1.2288499514152273,163431,945889
16,1,100,0.01,even_odd,13,0x3404,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1404033636798348780563540784,1404033636798348780563540784,1142559053024633229933645588,1.0,1.2288499514152273,1.2288499514152273,162583,919042
16,1,100,0.01,forward,13,0x3404,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,1056570767085626102545290792,532726442160351286601288502,1.0,1.9833270576938944,1.9833270576938944,166431,1120216
16,1,100,0.01,even_odd,13,0x3404,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,1056570767085626102545290792,969705049657445433040728294,532726442160351286601288502,1.089579524680073,1.9833270576938944,1.8202682895277855,168374,943572
16,1,100,0.01,forward,13,0x3404,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,709107897372903424527040800,709107897372903424527040800,532726442160351286601288502,1.0,1.3310919850294594,1.3310919850294594,216392,919012
16,1,100,0.01,even_odd,13,0x3404,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,709107897372903424527040800,448510745088361416013353306,267706411174240661640768102,1.5810276679841897,2.648826728738185,1.675382905926902,159071,976622
16,1,100,0.01,forward,13,0x3404,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,361645027660180746508790808,361645027660180746508790808,358995007303989947592163506,1.0,1.0073817749614185,1.0073817749614185,153554,875103
16,1,100,0.01,even_odd,13,0x3404,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,361645027660180746508790808,187913592803819407499665812,98406717963783025362478110,1.9245283018867925,3.6750034463427412,1.90956061427613,142335,883582
16,1,100,0.01,forward,13,0x3404,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,13304726458284526374333114,1.0,1.065948855989233,1.065948855989233,150341,887064
16,1,100,0.01,even_odd,13,0x3404,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,13304726458284526374333114,1.0,1.065948855989233,1.065948855989233,147509,895093
16,1,100,0.01,forward,13,0x3404,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,13304726458284526374333114,1.0,1.065948855989233,1.065948855989233,144237,871796
16,1,100,0.01,even_odd,13,0x3404,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,14182157947458068490540816,14182157947458068490540816,13304726458284526374333114,1.0,1.065948855989233,1.065948855989233,140725,968507
16,1,100,0.01,forward,13,0x3404,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,10672431990763900025710008,10672431990763900025710008,6258506662510423799049000,1.0,1.7052681360385344,1.7052681360385344,144310,923138
16,1,100,0.01,even_odd,13,0x3404,3,0.25,4,4 3 4 3 4 3 4 3 3 3 3 3 3 3 3 3,10672431990763900025710008,9795000501590357909502306,6258506662510423799049000,1.089579524680073,1.7052681360385344,1.5650699168004671,162320,928686
16,1,100,0.01,forward,13,0x3404,3,0.5,8,4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3,7162706034069731560879200,7162706034069731560879200,6258506662510423799049000,1.0,1.1444752590862648,1.1444752590862648,146651,918116
16,1,100,0.01,even_odd,13,0x3404,3,0.5,8,4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3,7162706034069731560879200,4530411566549105212256094,2730873045761933945024196,1.5810276679841897,2.6228630602896748,1.6589608856332194,138464,837271
16,1,100,0.01,forward,13,0x3404,3,0.75,12,4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3,3652980077375563096048392,3652980077375563096048392,3652980077375563096048392,1.0,1.0,1.0,130545,855752
16,1,100,0.01,even_odd,13,0x3404,3,0.75,12,4 4 4 4 4 4 4 4 4 3 4 3 4 3 4 3,3652980077375563096048392,1898117099028478863632988,1862486272307626934008392,1.9245283018867925,1.961346041412433,1.0191307862241075,131274,880387
16,1,100,0.01,forward,13,0x3404,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,143254120681394631217584,1.0,1.0,1.0,149325,844543
16,1,100,0.01,even_odd,13,0x3404,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,143254120681394631217584,143254120681394631217584,143254120681394631217584,1.0,1.0,1.0,133015,916389
16,1,20,0.05,forward,0,0x0,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,242898032477996772784,242898032477996772784,242898032477996772784,1.0,1.0,1.0,180422,912014
16,1,20,0.05,even_odd,0,0x0,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,242898032477996772784,242898032477996772784,242898032477996772784,1.0,1.0,1.0,177450,910374
16,1,20,0.05,forward,0,0x0,0,0.25,4,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,185369551101629116072,185369551101629116072,27166227316618060114,1.0,6.823529411764706,6.823529411764706,168748,919917
16,1,20,0.05,even_odd,0,0x0,0,0.25,4,1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0,185369551101629116072,185369551101629116072,27166227316618060114,1.0,6.823529411764706,6.823529411764706,179437,903078
16,1,20,0.05,forward,0,0x0,0,0.5,8,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,127841069725261459360,127841069725261459360,27166227316618060114,1.0,4.705882352941177,4.705882352941177,162153,916654
16,1,20,0.05,even_odd,0,0x0,0,0.5,8,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0,127841069725261459360,127841069725261459360,27166227316618060114,1.0,4.705882352941177,4.705882352941177,165506,916243
16,1,20,0.05,forward,0,0x0,0,0.75,12,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,70312588348893802648,70312588348893802648,27166227316618060114,1.0,2.588235294117647,2.588235294117647,165734,954388
16,1,20,0.05,even_odd,0,0x0,0,0.75,12,1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,70312588348893802648,70312588348893802648,27166227316618060114,1.0,2.588235294117647,2.588235294117647,160737,921004
16,1,20,0.05,forward,0,0x0,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,166332,899786
16,1,20,0.05,even_odd,0,0x0,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,163156,913679
16,1,20,0.05,forward,0,0x0,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,176393,927352
16,1,20,0.05,even_odd,0,0x0,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,159108,914671
16,1,20,0.05,forward,0,0x0,1,0.25,4,2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1,9756292163243637688,9756292163243637688,2186755140037367068,1.0,4.461538461538462,4.461538461538462,159858,895030
16,1,20,0.05,even_odd,0,0x0,1,0.25,4,2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1,9756292163243637688,9756292163243637688,2186755140037367068,1.0,4.461538461538462,4.461538461538462,151881,942647
16,1,20,0.05,forward,0,0x0,1,0.5,8,2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1,6728477353961129440,6728477353961129440,2186755140037367068,1.0,3.076923076923077,3.076923076923077,149794,901748
16,1,20,0.05,even_odd,0,0x0,1,0.5,8,2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1,6728477353961129440,6728477353961129440,2186755140037367068,1.0,3.076923076923077,3.076923076923077,163274,895787
16,1,20,0.05,forward,0,0x0,1,0.75,12,2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1,3700662544678621192,3700662544678621192,2186755140037367068,1.0,1.6923076923076923,1.6923076923076923,152358,871036
16,1,20,0.05,even_odd,0,0x0,1,0.75,12,2 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1,3700662544678621192,3700662544678621192,2186755140037367068,1.0,1.6923076923076923,1.6923076923076923,158398,889332
16,1,20,0.05,forward,0,0x0,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,672847735396112944,672847735396112944,154932044334631270,1.0,4.3428571428571425,4.3428571428571425,149741,885310
16,1,20,0.05,even_odd,0,0x0,1,1.0,16,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,672847735396112944,672847735396112944,154932044334631270,1.0,4.3428571428571425,4.3428571428571425,156257,879882
16,1,20,0.05,forward,0,0x0,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,672847735396112944,672847735396112944,154932044334631270,1.0,4.3428571428571425,4.3428571428571425,158880,882200
16,1,20,0.05,even_odd,0,0x0,2,0.0,0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,672847735396112944,672847735396112944,154932044334631270,1.0,4.3428571428571425,4.3428571428571425,154097,930137
16,1,20,0.05,forward,0,0x0,2,0.25,4,3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2,513489061223349352,513489061223349352,154932044334631270,1.0,3.3142857142857145,3.3142857142857145,152289,875802
16,1,20,0.05,even_odd,0,0x0,2,0.25,4,3 2 3 2 3 2 3 2 2 2 2 2 2 2 2 2,513489061223349352,513489061223349352,154932044334631270,1.0,3.3142857142857145,3.3142857142857145,143028,861857
16,1,20,0.05,forward,0,0x0,2,0.5,8,3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2,354130387050585760,354130387050585760,154932044334631270,1.0,2.2857142857142856,2.2857142857142856,142196,890996
16,1,20,0.05,even_odd,0,0x0,2,0.5,8,3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2,354130387050585760,354130387050585760,154932044334631270,1.0,2.2857142857142856,2.2857142857142856,198403,836327
16,1,20,0.05,forward,0,0x0,2,0.75,12,3 3 3 3 3 3 3 3 3 3 3 3 2 2 2 2,194771712877822168,194771712877822168,154932044334631270,1.0,1.2571428571428571,1.2571428571428571,138745,851344
16,1,20,0.05,even_odd,0,0x0,2,0.75,12,3 3 3 3 3 3 3 3 3 2 3 2 3 2 3 2,194771712877822168,194771712877822168,154932044334631270,1.0,1.2571428571428571,1.2571428571428571,136551,860347
16,1,20,0.05,forward,0,0x0,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,35413038705058576,35413038705058576,10251142783043272,1.0,3.4545454545454546,3.4545454545454546,139212,853990
16,1,20,0.05,even_odd,0,0x0,2,1.0,16,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,35413038705058576,35413038705058576,10251142783043272,1.0,3.4545454545454546,3.4545454545454546,139113,859951
16,1,20,0.05,forward,0,0x0,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,35413038705058576,35413038705058576,10251142783043272,1.0,3.4545454545454546,3.4545454545454546,138913,859859
16,1,20,0.05,even_odd,0,0x0,3,0.0,0,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,35413038705058576,35413038705058576,10251142783043272,1.0,3.4545454545454546,3.4545454545454546,134197,873227
16,1,20,0.05,forward,0,0x0,3,0.25,4,4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3,27025740064386808,27025740064386808,10251142783043272,1.0,2.6363636363636362,2.6363636363636362,137336,852206
16,1,20,0.05,even_odd,0,0x0,3,0.25,4,4 3 4 3 4 3 4 3 3 3 3 3 3 3 3 3,27025740064386808,27025740064386808,10251142783043272,1.0,2.6363636363636362,2.6363636363636362,142436,863540
16,1,20,0.05,forward,0,0x0,3,0.5,8,4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3,18638441423715040,18638441423715040,10251142783043272,1.0,1.8181818181818181,1.8181818181818181,133779,818940
16,1,20,0.05,even_odd,0,0x0,3,0.5,8,4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3,18638441423715040,18638441423715040,10251142783043272,1.0,1.8181818181818181,1.8181818181818181,129631,818670
16,1,20,0.05,forward,0,0x0,3,0.75,12,4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3,10251142783043272,10251142783043272,10251142783043272,1.0,1.0,1.0,130638,821881
16,1,20,0.05,even_odd,0,0x0,3,0.75,12,4 4 4 4 4 4 4 4 4 3 4 3 4 3 4 3,10251142783043272,10251142783043272,10251142783043272,1.0,1.0,1.0,130158,867023
16,1,20,0.05,forward,0,0x0,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,1863844142371504,1863844142371504,649893023326906,1.0,2.8679245283018866,2.8679245283018866,130357,820803
16,1,20,0.05,even_odd,0,0x0,3,1.0,16,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,1863844142371504,1863844142371504,649893023326906,1.0,2.8679245283018866,2.8679245283018866,125413,856868
16,1,20,0.05,forward,1,0x7fff,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,242898032477996772784,242898032477996772784,242898032477996772784,1.0,1.0,1.0,170349,964971
16,1,20,0.05,even_odd,1,0x7fff,0,0.0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,242898032477996772784,242898032477996772784,242898032477996772784,1.0,1.0,1.0,169349,910908
16,1,20,0.05,forward,1,0x7fff,0,0.25,4,1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,185369551101629116072,185369551101629116072,27166227316618060114,1.0,6.823529411764706,6.823529411764706,156514,925580
16,1,20,0.05,even_odd,1,0x7fff,0,0.25,4,1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0,185369551101629116072,185369551101629116072,27166227316618060114,1.0,6.823529411764706,6.823529411764706,165110,890479
16,1,20,0.05,forward,1,0x7fff,0,0.5,8,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,127841069725261459360,127841069725261459360,27166227316618060114,1.0,4.705882352941177,4.705882352941177,157715,917246
16,1,20,0.05,even_odd,1,0x7fff,0,0.5,8,1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0,127841069725261459360,127841069725261459360,27166227316618060114,1.0,4.705882352941177,4.705882352941177,199302,884879
16,1,20,0.05,forward,1,0x7fff,0,0.75,12,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0,70312588348893802648,70312588348893802648,27166227316618060114,1.0,2.588235294117647,2.588235294117647,159109,902070
16,1,20,0.05,even_odd,1,0x7fff,0,0.75,12,1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0,70312588348893802648,70312588348893802648,27166227316618060114,1.0,2.588235294117647,2.588235294117647,155734,891539
16,1,20,0.05,forward,1,0x7fff,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,159725,885843
16,1,20,0.05,even_odd,1,0x7fff,0,1.0,16,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,156972,900025
16,1,20,0.05,forward,1,0x7fff,1,0.0,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,12784106972526145936,12784106972526145936,2186755140037367068,1.0,5.846153846153846,5.846153846153846,162954,905960
